Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
NIC1939	UNKNOWN		UNKNOWN	31937081	31651058	3744484	14.0332	31100385	690879	20128	6690	5268	4773	4743	4334	4808	4533	4710	4357	4183	3971	4210	4398	5062	2968611	2430339	1823635	1317616	965143	572102	386431	238130	146114	98318	
NIC1941	UNKNOWN		UNKNOWN	33670053	33464667	5009161	11.2898	32817656	721809	21527	6724	5325	4553	4479	3962	4107	3817	3667	3397	3201	3130	3442	3840	4330	3044768	2493822	1876669	1359109	995983	585827	401477	250581	155683	105503	
NIC1950	UNKNOWN		UNKNOWN	31435786	31143475	3645825	12.8689	30614206	687084	21731	6953	5730	5116	4923	4575	4895	4804	4979	4285	3518	3435	3443	3566	3813	2965849	2430432	1838528	1330679	968555	585420	393727	245179	153286	102934	
NIC1962	UNKNOWN		UNKNOWN	24356974	24157351	2555909	12.5383	23716741	538239	16847	5963	4689	3827	3844	3488	3639	3737	3804	2898	2617	2221	2516	2598	2731	2245096	1842541	1389634	1002510	732434	435368	298015	184670	116437	78845	
NIC1976	UNKNOWN		UNKNOWN	29460303	29227073	3499488	11.7107	28689727	648984	20707	7113	5485	4624	4409	4027	4215	3889	3831	3499	3186	2990	3270	3448	3766	2730822	2262979	1729587	1263870	936343	556705	383288	239431	150006	104136	
NIC203	UNKNOWN		UNKNOWN	52192492	51369529	6938468	16.1589	50597960	1254157	47591	16901	12770	11016	10864	9907	10246	10532	10950	10162	9432	8732	8793	9340	9605	4931294	4105466	3204698	2410572	1790924	1135760	760415	475681	393213	394424	
NIC2355	UNKNOWN		UNKNOWN	57946524	57413483	10327015	10.4803	56599891	1140929	34729	11978	8308	6730	6499	5275	5566	5516	5903	5662	6025	6371	6770	6881	7280	4966981	4186537	3205497	2378010	1808761	1020167	732279	462504	288428	199644	
NIC2357	UNKNOWN		UNKNOWN	102903155	102040055	12203647	9.41439	100280868	2200040	67867	22606	16201	12935	11952	10618	10537	10331	13064	10020	8033	7570	8239	9073	10042	9309504	7701686	5865353	4280182	3162734	1851800	1273492	790042	517585	403582	
NIC2360	UNKNOWN		UNKNOWN	74029816	73232715	10361437	10.3356	72055635	1707771	52919	17603	13352	10968	9730	9007	9116	8921	10122	8212	6208	5632	5728	5815	6200	6661784	5397061	4095084	2972035	2162672	1348050	908696	566810	361272	256824	
NIC2361	UNKNOWN		UNKNOWN	57929095	57015171	9280700	9.68024	56541317	1188303	33569	11091	8157	7215	6493	5848	6015	5969	6865	5466	4661	4579	5111	5503	5777	5007974	4153980	3180338	2341660	1766514	1023453	719720	457413	291512	218970	
NIC2362	UNKNOWN		UNKNOWN	74327988	73546233	13814196	11.7425	72576997	1462079	42311	14736	11289	9125	8897	7846	7917	8137	9064	8394	7821	8310	9074	9492	10243	6356348	5326653	4058560	2990729	2273125	1284307	913876	583185	372915	276196	
NIC2363	UNKNOWN		UNKNOWN	63626984	63033059	11313313	4.30632	62211958	1297662	37666	12528	8737	6733	6086	4563	4271	3890	3575	2767	2190	1793	1743	1744	1709	5677591	4782886	3664303	2706590	2019489	1155435	824102	524368	335959	252134	
NIC2364	UNKNOWN		UNKNOWN	84630129	83713569	16555232	8.83623	82628051	1723807	52024	16666	12780	10016	9181	7871	7667	7559	8072	7247	6847	6841	7548	7803	8557	7441792	6226881	4768687	3528197	2648313	1515707	1070454	674704	421631	299238	
NIC2365	UNKNOWN		UNKNOWN	77868429	76684696	14833745	10.2314	75973678	1596232	46053	15267	11450	9370	8875	7776	8043	7773	8967	7551	6868	7229	8053	8821	9662	6747137	5636466	4322468	3196925	2415271	1404764	1002187	642730	417284	316380	
NIC2366	UNKNOWN		UNKNOWN	75002146	73669306	13160774	9.60361	73212498	1529700	43455	15282	11138	9458	8815	8056	8417	7903	9294	7065	5699	6010	6904	7294	7883	6457338	5423053	4175847	3113463	2382355	1373988	977556	624414	399520	290273	
NIC2367	UNKNOWN		UNKNOWN	75468377	74155361	13451692	11.1275	73664246	1501457	42667	14304	10722	8764	8384	7407	7480	7567	8250	7766	7692	8635	9209	10230	11085	6415488	5383175	4132034	3074950	2357287	1354256	967194	617221	392831	284111	
NIC2368	UNKNOWN		UNKNOWN	93382717	92684898	15006473	10.2235	91197620	1830337	55749	19247	14043	11521	10784	9769	10142	9562	10702	9646	9256	9539	9572	9887	10138	8120876	6861752	5267324	3901154	2965961	1684183	1201585	760249	491112	366260	
NIC2371	UNKNOWN		UNKNOWN	88353050	86920999	10092232	11.6225	86051434	1853108	59369	20831	15213	12520	11892	10947	11710	12273	19764	13415	8711	8154	8926	9672	10865	7945273	6704430	5196896	3911982	2990654	1775463	1263055	807485	539896	423661	
NIC2373	UNKNOWN		UNKNOWN	47262212	46898647	7998775	7.71348	46185008	945104	29080	9951	7129	5632	5041	4247	4274	4052	4363	3815	3217	3118	3228	3215	3380	4104161	3451795	2641200	1951734	1475113	841105	599561	376688	235314	164730	
NIC2375	UNKNOWN		UNKNOWN	81834256	80746559	16749596	10.6494	79895646	1637886	50422	17979	13336	10343	10136	9049	9411	9249	10391	8895	7822	8191	8823	9439	9344	7066047	5973497	4601693	3425499	2627868	1490907	1063803	673313	428254	310501	
NIC247	UNKNOWN		UNKNOWN	59577441	58755377	8462483	17.6904	57716967	1446632	52945	18888	14733	13026	13034	12019	12497	12993	13270	12343	11908	11513	11788	12394	12813	5716391	4745076	3713424	2786479	2063176	1317175	869758	535933	425208	407695	
NIC249	UNKNOWN		UNKNOWN	58091183	57368488	7244638	12.8482	56375884	1419216	52950	19042	14419	11906	11240	10104	10212	10203	10982	9100	7609	6939	6989	7243	7706	5567118	4631754	3622525	2705068	1992349	1288660	853373	537972	427555	416309	
NIC280	UNKNOWN		UNKNOWN	44965260	44129624	5522604	8.48237	43702145	1100952	41176	14715	10312	8124	7359	6443	6302	5868	5973	4902	3859	3209	3008	3170	3272	4331113	3601354	2840885	2150574	1604421	1020976	688944	426046	318038	311174	
NIC284	UNKNOWN		UNKNOWN	62600532	61725852	8566281	15.5937	60711281	1512839	53734	18536	14892	12629	12130	10940	11666	11388	12283	11275	10404	9924	10205	10584	11074	5922154	4889849	3791001	2828556	2083661	1322973	880860	540305	400885	367761	
NIC286	UNKNOWN		UNKNOWN	52733419	51943201	6806371	14.3049	51144047	1302792	47512	16276	12581	10507	10313	9061	9554	9903	9932	8857	7923	7410	7471	7759	8110	4976340	4095108	3200144	2398553	1769693	1139743	764904	479287	375889	367104	
NIC291	UNKNOWN		UNKNOWN	108289103	105780164	14301806	11.9392	105149450	2572142	97349	34555	26701	22152	21191	18843	19710	19783	20522	17888	15937	14241	14737	14910	15631	10843990	9160746	7311985	5603061	4244682	2737030	1885286	1195269	915276	871011	
NIC294	UNKNOWN		UNKNOWN	78254673	72872546	9736224	12.0948	75974647	1858800	62186	21987	17410	14963	14270	13371	14260	13999	15619	13887	12021	11276	11327	11679	12206	7116696	5949495	4736913	3720707	2999149	2189521	1717896	1233238	898284	679422	
NIC300	UNKNOWN		UNKNOWN	56499913	55962433	7435170	14.1955	54811732	1380459	50953	17834	13479	11233	10964	9625	10084	9981	9832	9431	8477	7960	8018	8584	8582	5323090	4395059	3428103	2572385	1886809	1201701	809696	506764	403647	408967	
NIC311	UNKNOWN		UNKNOWN	81364050	78975789	10716021	12.404	78951277	1996993	71251	25003	18406	15697	14795	13707	13794	13577	14302	13065	11700	10595	10850	11056	11522	7689213	6422237	5087471	3868948	2923950	1921640	1328745	851139	656576	618212	
NIC312	UNKNOWN		UNKNOWN	49975829	49258527	5858206	14.065	48497831	1202667	44517	15346	11491	9940	9612	8561	8988	8892	9060	8452	7826	7189	7281	7431	7749	4805591	3961379	3081027	2301917	1707785	1094666	736445	466798	371710	370350	
NIC314	UNKNOWN		UNKNOWN	57734458	56047865	6985292	10.1814	56098293	1383583	49749	18038	12783	10579	9669	8578	9132	8670	9381	7745	6452	5620	5669	5682	6102	5470045	4561500	3608305	2763687	2107034	1365110	953975	621081	514219	512667	
NIC321	UNKNOWN		UNKNOWN	131282857	129049382	18461412	14.217	127650299	2914555	110330	42837	33621	29197	28259	26223	27458	27182	31231	24563	19358	19228	19558	19812	20286	12008122	10306698	8174366	6275262	4941234	3056589	2228496	1481755	1133993	1068335	
NIC322	UNKNOWN		UNKNOWN	74681703	73638712	12199234	12.8699	72468670	1829305	67201	24234	17461	14860	13712	12233	12888	12493	13298	11584	9925	9122	9552	9518	9887	7047094	5846417	4554450	3421227	2539546	1616552	1081508	669495	556938	568939	
NIC339	UNKNOWN		UNKNOWN	56677183	54177256	7658789	10.105	55044706	1385608	50380	18364	13153	11689	10023	9139	9056	9052	10274	7928	6010	5262	5327	5608	5545	5238062	4349124	3440399	2649155	2068322	1438231	1065574	740280	603865	560301	
NIC344	UNKNOWN		UNKNOWN	74489618	73234783	11008735	12.2736	72311141	1817292	66043	24379	18215	14890	14242	12336	12936	12716	14573	11498	9227	8054	8258	8525	8633	7167335	5900443	4625107	3475006	2567056	1643285	1103141	682705	518092	482339	
NIC350	UNKNOWN		UNKNOWN	54072634	52771243	6901360	14.8062	52431388	1305487	47775	17147	13202	11267	10815	10064	10397	10651	10549	10206	9391	9029	9277	9392	9948	5067230	4261079	3379456	2586917	1967754	1265704	881651	564821	462618	467081	
NIC354	UNKNOWN		UNKNOWN	88355716	86079677	11122932	14.3102	85713772	2118438	74517	26711	20570	17972	16753	15711	16416	16316	17109	15728	15045	14184	14386	15191	15575	8608547	7114917	5597760	4249877	3200631	2064762	1404133	873580	651619	591307	
NIC359	UNKNOWN		UNKNOWN	45021390	44596371	5676939	15.7048	43676302	1081134	38511	13811	10610	9447	8860	8250	8443	8736	9145	8269	7500	6920	7017	7187	7538	4277809	3504119	2706829	2011990	1485952	949158	632562	396833	303687	283263	
NIC363	UNKNOWN		UNKNOWN	47181232	41762056	6230352	11.2181	46077732	881826	26886	10568	8493	8295	7818	7609	7862	8005	8247	7647	7709	7669	8157	8131	8313	3833076	3369363	2741477	2221487	1997724	1426160	1361090	1160825	913443	687723	
NIC365	UNKNOWN		UNKNOWN	63950674	63446490	9100050	14.3156	62162916	1473805	45690	16294	12204	11222	10747	9839	10268	10320	11329	9878	8841	8385	8400	8645	9258	6171327	4985072	3770543	2731245	1967313	1250456	828854	507455	326262	232275	
NIC372	UNKNOWN		UNKNOWN	85523193	83538083	13202616	14.9929	82980274	2054055	69591	24726	19103	16607	16684	15367	16131	16205	17928	15462	13937	13113	13523	13974	14632	8282587	6776482	5254122	3923586	2902449	1949198	1356376	884378	607634	440810	
NIC382	UNKNOWN		UNKNOWN	19625768	19484165	1297387	12.0876	19162893	392761	11649	4083	3108	2771	2754	2436	2537	2411	2750	2402	2255	2289	2271	2490	2507	1730200	1442628	1107505	817338	618969	356067	255447	162850	103718	73400	
NIC384	UNKNOWN		UNKNOWN	24781866	24539708	1737759	12.4795	24226222	469561	14248	5080	3996	3349	3393	3234	3297	3275	3327	3258	3234	3117	3174	3264	3155	2120339	1793790	1381521	1033164	804266	449956	327287	210669	133740	93272	
NIC387	UNKNOWN		UNKNOWN	45003936	44545504	5502578	13.618	43729248	1060465	35517	13237	9693	8162	7576	7097	7479	7587	8374	6841	5956	5132	5382	5621	5719	4293026	3493853	2672450	1954363	1412076	905068	599401	368146	242182	174267	
NIC389	UNKNOWN		UNKNOWN	35685153	35030463	4347390	14.7787	34651164	851300	26863	9665	7477	6718	6689	6283	6410	6568	8263	6224	4807	4527	4714	5001	5171	3421647	2777005	2131840	1579421	1156614	742055	489548	299733	201008	153135	
NIC391	UNKNOWN		UNKNOWN	48506165	44199231	5240992	9.29239	47228248	1090299	32790	11259	8638	7062	7084	6152	6372	6587	7030	5865	5080	4638	4743	4840	5014	4344974	3542753	2741596	2083150	1648451	1285417	1111136	908010	689728	476290	
NIC393	UNKNOWN		UNKNOWN	57244372	56871706	7995797	12.1589	55653195	1349137	41378	14289	10963	9449	8748	7790	8008	7821	7967	7457	6915	6232	6436	6562	7187	5590835	4510868	3413806	2465999	1758692	1122624	736267	448772	290117	211227	
NIC396	UNKNOWN		UNKNOWN	44365360	43996070	5779838	16.352	43090966	1041524	30743	10779	8477	7798	7706	7450	7697	7856	8546	7460	7005	6538	6655	6878	7140	4271097	3417167	2578769	1859769	1316118	851517	553749	338612	220358	161547	
NIC404	UNKNOWN		UNKNOWN	73218911	71876979	9110261	14.0818	71124204	1731657	54410	19518	15357	13426	13189	11938	12539	12742	15011	12173	9717	9260	9421	9803	10147	7004625	5680233	4362776	3222880	2353798	1521980	1014629	624569	415526	302901	
NIC407	UNKNOWN		UNKNOWN	43762085	42845133	5955099	12.5085	42531049	1039033	32659	11042	8421	7360	7141	6472	6602	6686	7661	6321	5166	4648	4668	4843	4998	4235254	3416288	2601967	1895970	1361241	885785	583640	358713	233724	168782	
NIC408	UNKNOWN		UNKNOWN	30289513	30140301	2355543	12.1064	29591306	593701	18197	6654	4987	4429	4460	4257	4283	4124	4120	3693	3675	3606	3646	3802	3724	2702583	2272771	1738221	1290684	993539	563020	408240	262127	168444	118591	
NIC413	UNKNOWN		UNKNOWN	59961174	58792575	7488541	8.81529	58352815	1403957	44799	15649	11626	9150	8252	7344	7227	6904	6971	6155	5244	4540	4350	4680	4637	5751403	4676763	3580888	2630449	1924874	1262831	884929	579711	392792	277058	
NIC416	UNKNOWN		UNKNOWN	68673283	67418439	9047295	12.5815	66739742	1619488	50202	17409	13295	11944	11120	10261	10710	11056	12474	10196	8640	7961	7971	8435	8696	6741900	5479743	4211616	3113038	2245524	1463355	977895	596021	393293	286873	
NIC417	UNKNOWN		UNKNOWN	30040581	29469846	4917771	12.3251	29190467	712962	23153	7706	5615	4762	4439	3998	4353	4239	5293	3953	3481	3001	2944	3115	3317	2678746	2166829	1664605	1235609	906263	574141	384625	236402	154208	107875	
NIC420	UNKNOWN		UNKNOWN	69699365	69044815	11755963	10.608	67758046	1658566	52793	17384	12802	10353	9892	8574	8859	8697	9473	7613	6728	6130	6252	6406	7028	6728134	5425122	4107395	2973640	2112948	1344090	884293	534010	334008	228559	
NIC422	UNKNOWN		UNKNOWN	79696650	79026154	11052942	12.9474	77476122	1863445	59893	19818	15169	13232	12694	11538	11863	12005	12535	11415	10040	9298	9416	9700	9730	7742833	6245886	4743895	3443165	2450584	1569955	1030082	625267	406290	288998	
NIC424	UNKNOWN		UNKNOWN	46280312	45793641	6232573	12.7274	44989586	1090874	34582	12172	9357	8007	7631	7303	7234	7521	9050	6881	5140	4756	4748	5052	5143	4493841	3634335	2768094	2018776	1453692	935822	615961	378753	246547	179178	
NIC425	UNKNOWN		UNKNOWN	66141799	65396297	8562613	13.3279	64285731	1540382	49091	17036	12755	10864	10400	9637	9878	9948	9955	9583	9023	8222	8366	8868	9186	6382776	5153070	3914451	2850116	2050344	1315218	870576	534275	348541	251240	
NIC426	UNKNOWN		UNKNOWN	15632141	15532162	1263681	11.3869	15257152	321794	9900	3405	2619	2216	2266	2015	2082	2019	2023	1842	1620	1650	1834	1712	1710	1392592	1163858	892557	657710	496273	290460	207557	132663	86614	60771	
NIC434	UNKNOWN		UNKNOWN	23910475	23731729	1647680	9.16535	23378105	464430	14123	5135	3886	3176	2959	2845	2548	2526	2593	2308	2166	2066	2105	2077	2009	2091267	1769528	1363947	1017353	784042	443513	326174	211235	135434	95366	
NIC436	UNKNOWN		UNKNOWN	26176316	26013904	1830749	10.4702	25576100	517699	15389	5657	4153	3461	3277	2925	3069	2973	2982	2730	2725	2744	2804	2734	2918	2324022	1945731	1494224	1102414	843489	478928	347574	221567	141027	98973	
NIC441	UNKNOWN		UNKNOWN	26503806	26325701	1653283	11.7346	25883332	526529	16853	5983	4450	3976	3752	3478	3580	3415	3364	3373	3234	3242	3225	3339	3157	2363698	1993675	1533803	1144114	875493	502567	365317	232430	149747	104697	
NIC443	UNKNOWN		UNKNOWN	30297266	29431424	3437585	6.17769	29616397	615169	19842	6867	4972	3604	3225	2894	2735	2325	2008	1551	1181	1069	998	1184	1210	2498740	2059944	1548074	1131701	855939	488256	363896	241622	155048	106613	
NIC444	UNKNOWN		UNKNOWN	34001547	33760700	2402503	9.57805	33226939	657061	20732	7490	5949	4928	4792	4289	4391	4321	4282	4016	3856	3678	3959	3842	3876	3224436	2786061	2192127	1669272	1296472	750834	548366	353727	226396	160044	
NIC445	UNKNOWN		UNKNOWN	38264566	37954251	2666799	11.6347	37369979	760653	23678	8190	6210	5489	5153	4756	4806	4758	4790	4543	4490	4604	4592	4749	4770	3412315	2868432	2190751	1626863	1240214	709294	509053	325127	206174	143333	
NIC450	UNKNOWN		UNKNOWN	81731990	80294700	13956536	14.9369	79274184	2001696	71626	26472	19749	17488	17035	15657	16550	16506	19533	15349	12142	11049	11304	11608	12006	7818357	6442982	5030258	3782107	2800928	1791270	1182719	722673	544363	492876	
NIC454	UNKNOWN		UNKNOWN	47085097	46552931	5552758	12.0195	45782529	1102291	35599	12634	9778	8144	8064	7229	7317	7481	8864	6799	5098	4696	4809	4845	5046	4584132	3736119	2858600	2095803	1524643	979684	651498	402535	263328	192075	
NIC458	UNKNOWN		UNKNOWN	36137256	35777135	3983926	12.6132	35180414	801399	24725	8639	6904	5843	5934	5593	5657	5439	6250	5029	4453	4249	4135	4122	4461	3470097	2832466	2159519	1582157	1166024	729344	493928	306899	201385	147575	
NIC459	UNKNOWN		UNKNOWN	27732526	27599148	1848435	13.1037	27089744	543270	16109	5588	4327	3628	3722	3541	3601	3736	3923	3785	3756	3470	3995	3766	3761	2478494	2068591	1577096	1162392	878543	500594	358100	228158	144661	98853	
NIC461	UNKNOWN		UNKNOWN	25127883	24997534	1788838	11.6928	24574733	470077	14199	5634	4398	3836	3706	3439	3510	3450	3545	3026	2816	2724	2777	2811	2715	2160345	1832898	1412327	1054706	820203	455396	337148	220236	140820	97871	
NIC468	UNKNOWN		UNKNOWN	52331303	51813544	6523381	12.3498	50868171	1235288	39433	13446	10201	8565	7892	7278	7597	7520	7474	6960	6544	5822	5817	5959	6222	4992153	4032066	3060775	2227111	1604272	1029408	686252	421737	272561	195543	
NIC469	UNKNOWN		UNKNOWN	35254836	34883908	2333821	28.1914	34149477	751154	27627	13253	12043	12110	12846	12731	13155	13471	14221	13261	13126	12347	12377	11990	12120	3392527	2862745	2251320	1711706	1359265	852265	590869	377612	263497	211991	
NIC475	UNKNOWN		UNKNOWN	31381669	31254479	2229698	12.4802	30645620	621585	18402	6268	4978	4129	4371	3840	4114	4001	4178	3967	4105	3850	4123	4207	4140	2816845	2353362	1789939	1321493	1000484	571320	407726	257691	162551	112493	
NIC478	UNKNOWN		UNKNOWN	33656922	33239891	2262338	14.1666	32837517	675536	20110	7180	5493	4834	5057	4604	4750	4770	5045	5150	5173	5234	5305	5766	5780	3007953	2532931	1954076	1457712	1120132	642207	460958	291941	185803	132036	
NIC479	UNKNOWN		UNKNOWN	39132014	38796838	3438273	11.5399	38209701	781019	28439	10474	7416	5911	6062	5370	5260	5070	5085	4884	4921	4748	4620	4691	4585	3364370	2881450	2250998	1698910	1325181	740019	546068	353689	237978	187092	
NIC489	UNKNOWN		UNKNOWN	36137894	35930271	2458140	11.1019	35298016	710517	21510	7344	5801	4848	4885	4313	4298	4378	4511	4442	4324	4450	4445	4502	4604	3395253	2857519	2191619	1624412	1227825	702276	501297	314479	200857	138485	
NIC491	UNKNOWN		UNKNOWN	31656619	31404021	2222190	9.72182	30934650	615892	19478	6776	5287	4372	4267	3872	4006	3922	4033	3647	3630	3397	3420	3652	3495	3062191	2609367	2035389	1529902	1171440	674508	489295	314867	204285	144576	
NIC492	UNKNOWN		UNKNOWN	28747621	28574311	2107494	10.9776	28072902	579846	17009	5867	4650	3924	3757	3513	3529	3418	3519	3147	3105	3106	3040	3111	3157	2639831	2190275	1667665	1222431	913701	525783	369213	232465	146424	100678	
NIC496	UNKNOWN		UNKNOWN	66428803	65956098	8401278	19.356	64493913	1490562	51045	19499	16106	15312	15353	14459	14735	15303	15634	14931	14246	13345	13243	13352	13306	6182527	5080422	3914283	2899640	2192318	1372707	939050	588674	391698	295135	
NIC51	UNKNOWN		UNKNOWN	68348743	67485491	10333061	11.0538	66716994	1355349	43779	16756	13494	12262	12067	11026	10900	10843	12238	9529	7915	7577	7620	7963	8297	6223513	5401668	4280073	3273095	2601060	1511281	1116131	725787	485475	373612	
NIC517	UNKNOWN		UNKNOWN	30157143	29788920	5050727	10.5237	29357497	673246	22390	7131	5029	4353	4135	3670	3540	3427	3357	3082	3230	2903	3043	3440	3559	2850367	2344831	1791168	1308549	948211	581229	396503	244991	155506	109555	
NIC530	UNKNOWN		UNKNOWN	82614499	81703425	15875017	8.263	80402854	1935980	66086	21016	14172	11391	10054	8782	8295	7554	7437	6581	6034	5180	5285	5692	5673	7832997	6298461	4744671	3399691	2389706	1506721	1001740	615854	390138	275559	
NIC533	UNKNOWN		UNKNOWN	65341439	64638969	15201530	9.94495	63576013	1504894	45692	15046	11024	8913	7991	7138	7130	6717	6987	6082	4928	4432	4430	4738	5276	5776143	4596546	3433062	2464151	1745739	1070428	712173	432116	274731	190037	
NIC535	UNKNOWN		UNKNOWN	62270560	61231092	11711122	12.2121	60473283	1505386	50103	17006	12898	10786	9905	9158	9211	9200	10569	8735	6762	6410	6405	6849	7169	5835957	4765669	3662536	2694098	1953189	1236368	826879	514123	384203	343770	
NIC540	UNKNOWN		UNKNOWN	50790544	50337380	7361744	9.70525	49522534	1083630	34763	12036	8842	7144	6887	6132	6063	5747	6259	5003	3982	4257	4508	4835	5328	4665109	3895477	2985282	2199617	1639962	959271	673006	422503	269557	191457	
NIC55	UNKNOWN		UNKNOWN	27190332	26726476	4262639	8.35576	26548371	545200	19010	7267	5431	4629	4438	3538	3764	3302	3435	2903	2579	2511	2422	2515	2501	2461228	2143588	1720896	1336868	1076305	630924	470932	312168	222429	190099	
NIC551	UNKNOWN		UNKNOWN	79524713	78384893	14602458	10.1017	77382121	1789628	54569	19033	13862	11580	11080	9945	10163	9478	10288	8758	8034	7743	8321	9162	10317	7775441	6462382	4998462	3702667	2727177	1691341	1159859	723246	460958	326154	
NIC56	UNKNOWN		UNKNOWN	50344086	49760223	9637006	10.5616	49146811	993446	32934	12103	9750	8484	8266	7260	7317	7196	7171	6652	6004	5827	5972	6000	6195	4611888	3982866	3142435	2399759	1903507	1102798	811003	523541	348754	274539	
NIC567	UNKNOWN		UNKNOWN	30877371	30520154	2132295	13.8339	30141336	610778	19838	6875	5286	4867	4709	4474	4639	4557	4616	4697	4478	4082	4468	4777	4421	2702029	2278165	1754221	1303729	1012056	569836	408872	264093	173735	130469	
NIC57	UNKNOWN		UNKNOWN	77164012	75361060	10996514	7.10791	75367845	1548400	54667	20569	15458	11594	11003	9206	9119	8187	8052	7065	6838	6232	6154	6480	6447	6984767	6156848	4981182	3906464	3161037	1863480	1400283	921372	669279	603560	
NIC570	UNKNOWN		UNKNOWN	65054224	64263898	11244908	13.4205	63220693	1535425	50390	15990	11788	10352	9834	9403	9577	9731	12425	9597	7837	6607	6748	7092	7140	6107725	4909674	3707601	2670881	1905926	1201626	790153	484673	311136	217509	
NIC571	UNKNOWN		UNKNOWN	86365345	84995418	15136518	11.3117	83979630	1961419	65171	21576	15904	13845	12867	11782	12059	11738	12222	11392	10854	9788	10144	11072	11756	8490671	7063362	5470332	4041891	2977248	1850090	1256596	785596	503692	353629	
NIC572	UNKNOWN		UNKNOWN	34328987	34028354	2666645	12.2201	33522966	680246	21993	7511	5883	5222	4802	4480	4842	4511	4653	4350	4324	4107	4194	4352	4333	3113537	2609560	1992743	1470402	1113849	634848	453454	289592	185092	127756	
NIC575	UNKNOWN		UNKNOWN	35223855	34835225	2724764	11.1447	34420822	678598	21249	7740	5927	4811	4740	4407	4477	4393	4584	4177	4356	4203	4250	4467	4269	3133170	2661341	2067215	1553564	1208654	684336	505273	324195	210651	151281	
NIC577	UNKNOWN		UNKNOWN	56602840	56195446	9227589	10.1589	55051228	1307870	43661	14843	10821	8835	8141	7272	7318	7050	7309	5989	5264	4876	5342	5759	6205	5338700	4423812	3411257	2517029	1849708	1122817	763016	478395	332480	289602	
NIC58	UNKNOWN		UNKNOWN	46675651	45989289	5976653	14.7532	45466132	951372	32879	12358	9720	8697	8826	8288	8815	8842	9009	8937	9019	9203	9165	9489	9688	4247013	3711495	2971676	2309682	1871387	1096472	808264	529592	357576	286358	
NIC584	UNKNOWN		UNKNOWN	63274362	62016596	13229867	9.61549	61592064	1468321	47116	14690	10231	8707	7782	7179	7423	6805	7194	5974	5457	4546	4425	4787	4895	5975668	4790314	3597198	2579391	1816681	1137610	747150	458596	289442	195570	
NIC585	UNKNOWN		UNKNOWN	75034868	74424341	13909384	8.55179	73020058	1740470	58653	19901	14313	11563	10917	9021	8871	8285	8703	7028	5993	5405	5550	5893	6258	7261947	5995002	4624040	3399349	2477750	1541469	1044567	651501	422402	303389	
NIC586	UNKNOWN		UNKNOWN	51761818	51143340	9994494	9.94559	50363466	1183050	39031	13815	9921	8525	7625	7176	7028	6588	6944	6058	5744	4852	4887	5346	5744	5154042	4318821	3349822	2485729	1813026	1125075	767215	479413	309385	216902	
NIC587	UNKNOWN		UNKNOWN	82308435	77167352	9993052	14.3802	80085197	1768395	64123	23465	18147	16130	15786	14638	15050	15075	15922	14816	13928	13441	13943	14199	14472	7211775	6152171	4882284	3750819	2970163	1927047	1489126	1072281	823152	700331	
NIC589	UNKNOWN		UNKNOWN	85469263	84216002	15165963	13.0543	83074794	1917882	59939	21123	16641	15034	14367	13401	14238	14357	16449	13170	11027	10856	12004	13131	14509	8481198	7090446	5511902	4103867	3045987	1890965	1289168	801640	523839	380165	
NIC591	UNKNOWN		UNKNOWN	68684939	66058774	8959656	12.1852	66693503	1677213	59032	20726	15435	12933	12657	11138	11547	11409	12773	10170	7947	7207	7322	7827	7900	6484649	5334500	4162882	3094468	2274493	1508917	1022751	653570	462371	373497	
NIC746	UNKNOWN		UNKNOWN	75434555	64877828	15747641	7.85933	73427910	1772347	48403	15775	11309	8714	7833	6728	6854	7030	8800	6151	4045	3569	3582	3755	3924	6407462	4984817	3677137	2661503	1989046	1363804	1034758	717947	485073	323889	
NIC747	UNKNOWN		UNKNOWN	76594669	75386201	18562950	10.7183	74525532	1766673	56227	17667	12027	10230	9072	8602	8751	8181	8362	7216	6899	5318	5599	6072	6357	6769492	5367349	3993279	2837309	1999337	1223281	797087	486379	309192	215433	
NIC749	UNKNOWN		UNKNOWN	72586443	69022721	8447947	13.6682	70518290	1722110	52573	18391	14359	12350	12416	11483	11939	11563	13218	11256	9282	8788	9044	9175	9731	7115052	5756405	4371948	3182109	2284913	1450622	947680	574246	379640	284645	
NIC751	UNKNOWN		UNKNOWN	48366736	47487327	6645783	15.486	47197895	911348	32437	13124	11250	10557	10681	10252	10497	10334	10657	9619	9482	8893	9300	9218	9061	4173808	3698364	2997931	2346165	1941192	1100599	834776	553113	403767	360459	
NIC753	UNKNOWN		UNKNOWN	31122259	30627805	2337113	8.42308	30408954	626277	19461	6678	4943	3937	3788	3097	3246	3105	2967	2710	2647	2488	2560	2579	2629	2750208	2314130	1780019	1330812	1017678	593038	439045	291209	191822	133449	
NIC763	UNKNOWN		UNKNOWN	63546442	62830571	4696324	11.3601	62075773	1247063	39193	14260	10800	8955	8708	7732	8199	8040	8028	7990	7659	7666	7957	7858	7870	5648908	4786067	3695913	2762558	2140785	1225402	899153	583357	379065	266804	
