Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
EG6276	UNKNOWN		UNKNOWN	86845548	85913190	11962943	2.87497	83749308	2825717	160821	28547	12645	9405	4939	3667	3177	2867	2678	2522	2629	2469	2528	2807	2225	8140625	6803948	5331263	3952342	2803354	1838436	1257466	809337	493272	277708	
EG6329	UNKNOWN		UNKNOWN	56865492	56396258	7830311	2.73875	54964756	1744922	90685	15784	6264	3566	2322	1879	1955	1689	1671	1717	1566	1611	1938	2148	1655	5374561	4533751	3567218	2658366	1919531	1231642	836298	534934	328940	186484	
GUN124	UNKNOWN		UNKNOWN	37744809	37436588	4077151	8.72713	36413906	1156535	65168	14184	7028	5120	4795	3796	3891	4039	4220	4424	3236	3085	3333	3288	3578	3319012	2827445	2240114	1714833	1279627	766511	517333	322687	201691	134432	
GXW22	UNKNOWN		UNKNOWN	67640700	67488397	10161888	5.28341	65282759	2135728	112048	19520	9546	5558	4655	3691	3875	3702	4222	3568	3552	3448	3517	3886	3196	6215162	5147759	3996948	2933383	2052356	1306102	851226	519685	316797	181422	
GXW23	UNKNOWN		UNKNOWN	33817014	33566363	4831197	3.70599	32684309	1035078	55132	10634	4845	2881	1985	1774	1952	1983	2500	1688	821	781	702	714	780	2989956	2537792	1999966	1513889	1117179	671595	458053	286887	172814	101991	
HK104	UNKNOWN		UNKNOWN	62823001	59166453	8255302	1.99879	61006383	1676182	83605	16054	5795	3797	3454	2530	2036	1909	1776	1543	1527	1354	1262	1251	1225	5051090	4449560	3637250	2922083	2436682	1538144	1237067	877708	583767	384141	
HPT11	UNKNOWN		UNKNOWN	61029172	60352766	4498078	3.51165	58997967	1817782	90520	18459	7367	4403	3556	3138	2875	2200	2295	2424	2555	2679	2776	3050	3237	5571828	4862347	3959591	3069137	2321230	1432109	973431	622623	389867	226678	
HPT16	UNKNOWN		UNKNOWN	38503861	38318615	4739418	3.45854	37126080	1259235	70125	13769	6047	3460	2385	1801	1699	1821	2116	1562	1035	1071	1057	1030	822	3373035	2809135	2211640	1658834	1199795	761609	509890	322542	195037	112445	
HPT18	UNKNOWN		UNKNOWN	33029747	32665505	4290966	4.24851	31862600	1056691	55903	11107	4860	2591	1971	1554	1613	1321	1295	1335	1347	1342	1321	1597	1448	2889868	2397474	1866100	1376929	990749	624067	408167	256179	158618	94280	
HPT19	UNKNOWN		UNKNOWN	41724058	41487474	5083982	3.08032	40285145	1319172	69006	12335	5158	3013	2028	1703	1547	1491	1637	1335	1104	997	1138	1245	1066	3612553	3005608	2357711	1764529	1284218	800002	530453	332570	201346	114733	
HPT2	UNKNOWN		UNKNOWN	45608540	45374308	5577813	3.90926	44037935	1437698	73621	14148	6544	3702	2557	2242	2055	2110	2643	1873	1485	1311	1523	1615	1256	3870094	3213733	2516259	1892506	1386036	856778	566810	356676	218738	125805	
HPT21	UNKNOWN		UNKNOWN	85632537	85336187	6733773	4.67155	82703981	2647499	144264	28153	12481	7590	5836	4477	4721	4832	7698	5256	3459	3463	3945	5575	3643	7973848	6832846	5433426	4111659	3001005	1876209	1270860	789683	482436	275677	
HPT24	UNKNOWN		UNKNOWN	72653141	71810497	5817647	2.06485	70198131	2249842	111849	21155	8327	4500	3041	2052	1573	1445	1515	1546	1568	1524	1622	1621	1917	6455610	5460952	4309586	3243060	2375441	1465183	977369	613817	376817	220261	
HPT34	UNKNOWN		UNKNOWN	153861302	153024715	18985227	4.12301	148626308	4780534	243326	47666	21579	14249	10024	7959	7846	7685	10064	7545	6257	5399	6159	7776	5130	13976645	11812015	9382851	7099220	5169432	3262535	2167020	1367677	826796	468980	
HPT37	UNKNOWN		UNKNOWN	41469303	41267759	4775004	4.71818	40033722	1288571	68962	13112	6171	4100	3164	2870	2882	2870	3938	2941	1750	1637	1898	1834	1823	3795038	3260975	2646829	2046313	1525359	982353	652454	413048	252396	140022	
HPT4	UNKNOWN		UNKNOWN	66910167	66625235	4796772	4.19404	64744515	1955437	99730	20163	9151	6190	4170	3515	3488	3538	5482	3814	2799	2626	2842	3357	2618	6104776	5282117	4250215	3260882	2452557	1480696	1026481	652108	392588	230769	
HPT42	UNKNOWN		UNKNOWN	107753403	107214443	14219503	3.08257	104047292	3404234	175730	33017	14231	8428	5421	4444	4175	4512	5305	4137	2921	2875	2841	3105	2533	9696864	8151252	6462262	4868068	3522169	2264098	1498962	944978	571741	324216	
HPT52	UNKNOWN		UNKNOWN	68673486	68409343	4471173	3.89812	66365696	2074390	110159	20395	9250	5022	4149	3369	3053	3055	4185	3918	2632	2396	2856	3452	2964	6424557	5521683	4412438	3330014	2444017	1514759	1043522	642353	381846	222869	
HPT53	UNKNOWN		UNKNOWN	66132489	65900845	5167899	3.28204	63987661	1947211	102790	19477	8382	4504	3260	2755	2373	2161	2304	2090	2196	2267	2639	3215	2598	5998287	5125603	4062969	3068955	2264111	1363779	932149	578031	345336	199207	
HPT54	UNKNOWN		UNKNOWN	51473545	51270164	7298935	2.03931	49763584	1583630	79503	13645	5400	2926	1863	1690	1356	1122	1124	1025	913	999	926	1023	907	4645240	3876893	3027071	2250758	1619211	1011968	664941	410542	246336	138890	
HPT55	UNKNOWN		UNKNOWN	66713287	66473572	4599855	5.27995	64534661	1959719	101371	19147	9021	5043	4095	3691	3667	3663	5168	4086	3278	3557	4190	6320	4084	6055119	5228055	4177281	3180308	2376719	1446648	1003314	637552	393667	228267	
HPT59	UNKNOWN		UNKNOWN	63852195	63635748	4658296	4.09663	61719690	1943377	100694	18153	8064	4324	3240	2827	2788	2418	2725	2418	2580	2538	3142	4277	2872	5708649	4825464	3806888	2865691	2091642	1285965	868446	539353	328721	187059	
HPT60	UNKNOWN		UNKNOWN	106454869	104836556	15346689	4.02121	102727882	3379467	175937	32253	13305	7716	5270	4829	4529	4047	4581	4095	3999	4285	4384	4806	4547	9119289	7548754	5909442	4426099	3226361	2082472	1403147	905165	563472	327678	
HPT62	UNKNOWN		UNKNOWN	32256480	28058026	3323634	3.07001	31291558	883554	47136	9688	4114	2468	1685	1377	1206	1136	1398	978	781	782	723	871	635	2416545	2051274	1639852	1255347	952503	606414	439520	312741	253599	255436	
HPT63	UNKNOWN		UNKNOWN	38740406	38592320	4850713	5.61929	37378711	1227374	65062	12363	5774	3628	3073	2588	2268	2363	2521	2420	2040	1965	2092	2317	1856	3391292	2825166	2206830	1642087	1187549	744622	497351	309982	188712	109920	
HPT7	UNKNOWN		UNKNOWN	74911621	74527126	5373022	7.00092	72375707	2266712	113425	23025	11682	7965	6821	4957	5201	5357	6402	5428	5715	5175	7013	10716	6118	6721467	5763009	4635201	3569566	2652268	1640215	1122735	711415	444596	252537	
HPT8	UNKNOWN		UNKNOWN	37931309	37712959	5017950	3.46422	36618594	1207260	62643	11092	5409	3069	2318	1805	1722	1588	1765	1381	1254	1018	1078	1173	811	3264915	2713994	2132452	1600167	1162770	736872	488356	308950	188060	108337	
HPT9	UNKNOWN		UNKNOWN	74209651	73812924	6126186	2.68186	71703733	2283773	121520	21899	9778	5476	3344	2553	2275	2249	2264	2321	2188	2005	1848	1903	2057	6528208	5535282	4380835	3298605	2419590	1490437	1015204	643340	389151	225812	
JU1257	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU1337	UNKNOWN		UNKNOWN	32766539	32664353	3397177	4.01698	31636502	1030177	54634	10565	4325	2771	1862	1556	1610	1603	2178	1458	922	974	1010	1024	849	2828531	2354882	1828408	1355592	986895	601818	410912	257563	156941	92729	
JU1338	UNKNOWN		UNKNOWN	39404235	38736840	3817889	6.06634	38082556	1198812	60105	11178	5040	3929	3804	3611	3954	4002	5366	2559	1106	1062	1116	1169	1263	3359546	2817906	2203082	1651210	1233222	778227	555934	365883	229678	136959	
JU1341	UNKNOWN		UNKNOWN	52244199	51698596	7007167	3.58427	50402034	1671138	89849	17498	6792	3451	2524	1882	2073	1803	1737	1895	1935	1971	2091	2183	2004	4628129	3851104	3012528	2245805	1620565	1022917	671664	422946	252194	145169	
JU1344	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU1346	UNKNOWN		UNKNOWN	30199985	30105202	2371638	5.99273	29335279	783344	34821	6428	3507	3333	3040	2847	2826	2619	2854	1928	1285	1402	1330	1460	1493	2488874	2161121	1720686	1320227	1033142	585896	428149	271961	164837	102468	
JU1347	UNKNOWN		UNKNOWN	37861276	37785017	4141149	3.67964	36581194	1166067	61774	10833	4458	2562	2135	1912	1813	1462	1650	1343	1288	1295	1468	1493	1318	3341895	2827607	2222800	1674876	1232411	746369	510233	320383	195178	114864	
JU1348	UNKNOWN		UNKNOWN	63573392	62751443	10383388	1.23818	61632845	1785681	103534	20917	7021	3086	1827	1175	1075	981	995	1094	993	944	1000	967	955	5380726	4808004	3955171	3124242	2516624	1462784	1119596	751543	467980	301174	
JU1375	UNKNOWN		UNKNOWN	34662721	34592333	2657857	4.84455	33632453	930981	44007	8433	4822	3933	3560	3309	3322	3135	3960	2234	1518	1527	1555	1494	1384	3289164	2938310	2402870	1892562	1474318	867564	617539	388576	239787	145039	
JU1377	UNKNOWN		UNKNOWN	27824876	27752028	1864955	3.60235	27027685	736102	31767	5650	2500	1676	1670	1324	1234	1205	1381	1191	945	826	872	927	919	2320789	2001396	1583256	1207709	927592	526859	382238	242234	147917	91451	
JU1378	UNKNOWN		UNKNOWN	50923536	50779558	6064027	3.53138	49298846	1492813	74348	13032	6140	3545	2598	2392	2335	2349	2804	1933	1383	1364	1406	1376	1281	4385713	3694209	2883914	2157229	1598050	954665	655638	409210	247938	147004	
JU1392	UNKNOWN		UNKNOWN	33993899	33898364	2959700	4.56143	32899905	1003661	48244	8456	3802	2601	2089	1979	2121	2096	2359	1595	1067	1022	1091	1005	1040	2922680	2439991	1892117	1409433	1024976	606616	410985	253576	151987	87938	
JU1399	UNKNOWN		UNKNOWN	104831418	104170430	14405226	13.4578	101367754	2911861	140250	27381	14105	12824	12454	13529	15194	16362	18560	17783	17384	18261	18325	19243	18081	8884349	7789698	6285767	4910632	3910781	2301790	1707071	1105441	691299	426936	
JU1424	UNKNOWN		UNKNOWN	44854525	44727490	3670071	2.9209	43384833	1356158	69366	11861	4963	2793	2004	1727	1359	1438	1489	1241	1782	997	902	1031	986	3870925	3242287	2517091	1866736	1352073	794364	542888	334375	201147	118193	
JU1435	UNKNOWN		UNKNOWN	33806388	33750677	2628452	3.27695	32704833	1017670	50489	8687	3804	2163	1668	1586	1569	1565	1799	1109	752	744	693	694	654	2875278	2411628	1880322	1408487	1041685	607564	419746	260437	157600	91553	
JU1564	UNKNOWN		UNKNOWN	22426986	22207644	407206	5.78576	21672614	681822	35928	6989	3567	2168	2103	1465	1277	1328	1408	1791	1028	866	883	821	896	1874568	1529452	1175663	856523	612257	371879	244132	151606	90342	53874	
JU1637	UNKNOWN		UNKNOWN	42323010	42243016	3604539	1.60712	40915756	1308291	68080	11571	4361	2183	1280	1041	813	757	829	539	587	536	609	584	543	3511719	2957147	2313414	1744077	1297151	762426	534596	337296	206418	121424	
JU1638	UNKNOWN		UNKNOWN	19855995	19784491	387679	3.55334	19174912	628791	31120	5165	2326	1442	880	860	794	739	996	677	549	493	548	474	436	1717520	1395202	1071818	784684	552366	342095	219726	134363	80308	44146	
JU1794	UNKNOWN		UNKNOWN	36369965	36280216	3116041	2.29719	35181739	1101370	56803	9722	4225	2283	1558	1432	1288	1172	1302	759	450	513	477	459	428	3026654	2544123	1987736	1487307	1101332	643408	444523	277311	167983	97171	
JU1795	UNKNOWN		UNKNOWN	39988574	39866723	3355607	4.61783	38700764	1179052	56392	9391	4460	3077	2359	2009	2379	2223	2285	1888	1526	1357	1342	1462	1526	3515675	2926714	2256719	1652110	1184067	702447	472262	290415	171233	97821	
JU1799	UNKNOWN		UNKNOWN	33011911	32911060	2680212	5.42982	31966403	955568	44982	8065	3570	2793	2448	2208	2417	2573	2865	1888	1485	1309	1324	1362	1045	2928556	2458857	1912410	1423049	1037393	609709	411034	252845	152291	89087	
JU1802	UNKNOWN		UNKNOWN	36035534	35912861	3141871	3.43675	34900587	1050176	49844	8348	3792	2360	1894	1547	1515	1473	1571	1209	1120	1012	1061	1021	792	3088202	2589648	2010760	1494732	1096735	638650	439716	274326	166548	98607	
JU1814	UNKNOWN		UNKNOWN	37680305	37533806	3101382	4.41291	36469887	1109505	54036	9589	4535	2820	2249	1844	1825	1675	1790	1595	1747	1575	1619	1558	1295	3312071	2779933	2148676	1587913	1144386	668046	454751	279667	170904	98249	
JU1884	UNKNOWN		UNKNOWN	21973927	21804207	429322	3.36773	21222629	691804	35068	6381	2942	1499	1090	708	747	697	745	594	572	571	537	598	491	1787883	1436717	1086632	787074	557312	342465	225821	140414	84595	48252	
JU1885	UNKNOWN		UNKNOWN	39891418	39325995	3054313	3.7954	38569448	1212518	64704	11461	4783	2905	2475	2271	2148	1746	1962	1248	990	931	1056	1075	1006	3248032	2715665	2108458	1571752	1162857	677902	476241	299922	181468	108589	
JU1907	UNKNOWN		UNKNOWN	21582123	21241560	1857176	5.54437	20867741	651916	34286	6860	3198	2102	1905	1869	1959	1931	2074	1103	707	596	544	534	416	1742805	1467411	1145678	863971	643227	381137	266162	166642	103533	60827	
JU1908	UNKNOWN		UNKNOWN	36648123	36589290	3174819	3.00056	35474646	1083124	54221	9608	3753	2124	1620	1486	1427	1289	1548	1004	794	807	889	932	858	3098071	2608229	2031249	1522484	1126763	653273	452721	282361	168131	98255	
JU1909	UNKNOWN		UNKNOWN	30597506	30544728	2679164	2.27685	29578733	937928	50761	8774	3664	2289	1225	872	759	731	738	580	649	661	673	725	703	2589894	2189513	1707451	1280257	950934	556611	387679	245484	146428	85327	
JU1913	UNKNOWN		UNKNOWN	45438271	45341499	3847637	2.47424	43941379	1384679	71608	12592	5111	2901	2068	1707	1521	1631	1598	984	692	647	739	846	778	3798745	3212010	2491751	1860933	1378353	801654	563551	350795	210211	125366	
JU2053	UNKNOWN		UNKNOWN	71026362	70741283	4486403	2.76047	68737003	2109978	105262	18301	7003	3773	2470	1927	1989	1933	2161	1767	1530	1446	1677	2180	1835	5819728	4839304	3745415	2785562	2032438	1201962	824933	515901	310269	178469	
JU2054	UNKNOWN		UNKNOWN	29493917	29457600	2578518	3.21875	28534578	883175	45201	8239	2918	1764	1251	1034	1078	1038	1180	805	735	703	852	894	778	2416193	2030142	1577211	1172789	865700	502373	351525	218516	131544	77657	
JU2056	UNKNOWN		UNKNOWN	36374601	36303271	3099970	2.58392	35182537	1099014	57459	9931	3916	2486	1589	1523	1274	1220	1295	925	662	737	759	725	673	3176200	2698489	2105879	1572441	1154122	680450	475164	296657	177287	103771	
JU2057	UNKNOWN		UNKNOWN	43470914	43299000	3885083	3.68768	42061784	1294377	61892	10502	4902	3064	1952	1413	1518	1587	1481	1551	1574	1470	1595	1746	1540	3712413	3094725	2386358	1761873	1281771	749533	510824	316529	193191	116499	
JU2160	UNKNOWN		UNKNOWN	45377679	17912598	1561031	1.29622	44676844	657030	27834	4623	1856	1034	705	425	454	402	354	419	380	362	347	430	383	1585505	1368494	1124787	919263	802661	674660	740315	849524	1031983	1365967	
JU2162	UNKNOWN		UNKNOWN	37154778	29480812	2849643	2.49675	36159389	922075	45083	8212	3278	1860	1216	1066	905	785	767	784	714	650	652	647	665	2534764	2130249	1660589	1240521	914191	566048	425191	328998	307252	369352	
JU2214	UNKNOWN		UNKNOWN	32169168	32100096	3022413	3.59679	31151802	941511	44862	7493	3441	1994	1935	1894	1668	1666	2022	1176	562	544	611	545	551	2712240	2272205	1760158	1304629	957729	554824	382098	237981	143046	83636	
JU2216	UNKNOWN		UNKNOWN	31870466	31655308	707376	4.41162	30772540	997304	54840	9703	4179	2351	2032	1669	1565	1447	1860	1449	1176	1143	1150	1222	1148	2828367	2325465	1793618	1316752	938821	578544	375898	232761	138000	79041	
JU2457	UNKNOWN		UNKNOWN	32517671	32319140	2499339	4.52206	31496504	919198	46856	9450	4528	2762	2183	1984	1987	1848	2000	1860	1785	1807	1811	1933	1905	2995037	2639737	2141184	1661159	1273247	752021	530252	334944	203903	122241	
JU2470	UNKNOWN		UNKNOWN	31983523	31868227	2924854	3.74509	30981364	916691	42091	7125	3201	2012	1581	1269	1424	1324	1374	1347	1444	1470	1440	1519	1520	2991815	2578458	2046887	1547676	1146578	679876	466092	289261	173932	103629	
JU2472	UNKNOWN		UNKNOWN	32286420	32192320	2855889	3.19831	31271353	935634	45181	7957	3395	2228	1727	1188	1299	1125	1358	1245	1240	1103	1071	1021	907	2855903	2442545	1938077	1473010	1098130	650998	450719	284390	174711	102776	
JU2506	UNKNOWN		UNKNOWN	37331386	37254330	3499327	2.6398	36166434	1074983	53840	10110	4271	2198	1830	1484	1415	1299	1387	1082	873	842	951	864	799	3247978	2804490	2225959	1689818	1278859	737473	519979	325420	196496	116988	
JU2507	UNKNOWN		UNKNOWN	30146167	30013837	2307094	2.85617	29219661	854557	40741	7089	2801	1681	1157	828	873	964	1016	1057	1048	1017	1112	1153	956	2694851	2346863	1873953	1423787	1074099	624747	440188	276006	168305	101721	
JU2518	UNKNOWN		UNKNOWN	36328714	36252786	3366874	3.2989	35171065	1062148	53092	9723	3726	2188	1288	1081	1001	1102	1249	1205	1194	1352	1487	1396	1378	3067114	2612691	2054211	1548161	1157045	669053	473963	296485	178237	105335	
JU2536	UNKNOWN		UNKNOWN	27504567	27261612	2037232	4.04753	26632285	787317	41023	8380	3804	2548	2003	1517	1415	1442	1436	1726	1296	1311	1235	1344	1335	2538625	2224686	1802372	1394203	1054662	626464	436932	274322	169781	106615	
JU2597	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU2747	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU2767	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU2799	UNKNOWN		UNKNOWN	26033964	25952987	471720	4.94122	25145450	811996	42389	7624	3519	2449	1869	1610	1505	1553	2290	1421	686	714	701	659	625	2177011	1772411	1356806	998314	719440	433001	286076	178261	107603	61664	
JU2801	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU2836	UNKNOWN		UNKNOWN	64073326	63887277	5963985	4.42282	61814249	2065023	109488	19051	8605	5136	3746	3532	3021	3313	3582	2780	2325	2279	2242	2248	2248	5716549	4683270	3609057	2633759	1851632	1165783	743413	448389	264933	146972	
JU2849	UNKNOWN		UNKNOWN	27836599	27709228	484651	5.07266	26908534	844465	40162	6816	3216	2147	1702	1505	1510	1713	1813	1643	1390	1402	1343	1439	1271	2601641	2151326	1683763	1246180	883701	550441	349816	213776	126927	70652	
JU2861	UNKNOWN		UNKNOWN	29387753	29302139	574864	4.46175	28349374	949503	50914	9028	4101	2372	1927	1462	1444	1370	1235	1227	1132	1105	1038	1098	869	2537696	2060265	1578967	1148053	800036	499682	323378	198080	118391	65946	
JU2868	UNKNOWN		UNKNOWN	43228085	43122255	5070570	5.49183	41921561	1191970	56741	10742	4670	2894	2781	2561	2763	2658	2922	2647	2524	2306	2378	2614	1667	3577269	3077725	2419083	1841684	1405530	801534	579573	369482	232751	143589	
JU2872	UNKNOWN		UNKNOWN	33857256	33582494	829682	2.84503	32759880	1014335	50863	8696	3341	2261	1906	1426	942	808	804	821	853	808	720	682	644	2937730	2385952	1807471	1298606	901462	546102	351018	212023	127304	77115	
JU3171	UNKNOWN		UNKNOWN	81453511	81279349	2253189	2.5472	78699560	2521603	127963	21951	9451	5311	3861	2792	2165	2062	2497	2196	1768	1977	2102	2460	1759	7384041	6141044	4807963	3577616	2557579	1581010	1023336	623428	371191	204443	
JU3200	UNKNOWN		UNKNOWN	32996903	32651272	716710	3.80815	31832975	1055839	62080	14213	6425	2995	1902	1698	1482	1382	1367	1135	1158	1143	1147	1205	789	2947139	2423779	1870467	1375649	986391	603262	399553	247592	148972	87733	
JU3201	UNKNOWN		UNKNOWN	36927008	36503244	794687	4.7199	35716082	1098523	56146	12094	6342	3301	2349	2245	1951	1652	1805	1716	1697	1544	1586	1715	1419	3238508	2688251	2082947	1535676	1115805	661506	447301	279287	168597	102083	
JU3202	UNKNOWN		UNKNOWN	40754087	40281565	813063	6.8446	39336829	1259401	67524	16776	9401	5712	4111	3611	3422	3320	4163	3292	2662	2348	2450	2352	2161	3788797	3157235	2455230	1813729	1305378	800771	523600	321735	190552	112161	
JU3203	UNKNOWN		UNKNOWN	30740932	30388290	569653	7.4365	29710123	928008	46734	10781	5932	3725	3279	2921	2845	2832	3442	2249	1673	1493	1559	1428	1178	2688233	2191779	1676235	1220458	875679	531615	347057	215587	130204	77708	
JU3206	UNKNOWN		UNKNOWN	33152247	32812296	797147	2.19039	32020902	1046661	53450	11359	4210	1943	1141	888	747	662	656	692	577	593	681	592	515	2861652	2332817	1776138	1286536	909353	549853	360575	224064	132053	77647	
JU3207	UNKNOWN		UNKNOWN	31423369	28400474	638854	4.58257	30449949	887236	45129	7902	3733	2462	1866	1888	1541	1507	1810	1430	1187	1176	1256	1220	1119	2618087	2188422	1712769	1273886	914560	578418	396760	267023	200872	190224	
JU3237	UNKNOWN		UNKNOWN	32345730	32212020	716310	3.35985	31279002	985580	47635	8288	3593	2278	2102	1655	1288	1142	1036	896	867	814	840	844	684	2843733	2321359	1771560	1279810	903976	546248	354945	216393	129953	75705	
JU3272	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JU3281	UNKNOWN		UNKNOWN	24132216	24084620	475959	5.87974	23307189	754096	38058	6735	3413	3124	1844	1725	1623	1433	1391	1088	1001	997	1062	1034	647	2022844	1623931	1227185	884980	614739	373262	237831	143893	87578	49121	
JU3319	UNKNOWN		UNKNOWN	72842630	71639697	10929055	5.6148	70733898	1903053	84290	16085	8449	6781	7187	5955	7040	5714	6468	6273	5040	4573	4813	4607	3535	6546053	5816136	4725230	3688229	2905209	1751743	1312501	864084	541602	336875	
JU3321	UNKNOWN		UNKNOWN	48546279	48360855	7636850	6.91496	47171542	1223141	53627	9757	5122	4179	4220	4334	4325	4285	4994	4607	4167	4070	4122	4099	3726	4227116	3769928	3056752	2381764	1891565	1099533	832521	542679	339264	214123	
JU3326	UNKNOWN		UNKNOWN	46304958	44978419	6229803	6.01951	44941934	1216257	58273	11031	5109	4241	3772	3770	3974	3772	4080	3676	3514	3479	3475	3393	3181	4051369	3594818	2920231	2286645	1823268	1096921	836903	565827	381952	263330	
JU3327	UNKNOWN		UNKNOWN	65481762	64995701	10700877	3.68085	63602261	1717742	80333	14881	6917	4133	3632	3556	3605	3243	3682	3049	2989	2631	2848	2930	2316	5866336	5203415	4209795	3258531	2541669	1515197	1130838	737163	461272	291223	
JU3416	UNKNOWN		UNKNOWN	141543014	139289484	11308396	2.10648	137080862	4099226	210739	39310	14640	9971	7658	5466	3761	2876	2981	3123	2958	2784	3273	4645	3218	12696813	10896118	8695154	6615046	4964213	3098156	2176641	1400612	863062	518314	
JU356	UNKNOWN		UNKNOWN	48531815	48128707	4271543	4.99489	46867642	1501533	79361	15103	6756	4366	3450	2785	2525	2638	2735	2594	2339	2253	2254	2126	2218	4170995	3465314	2705533	2019434	1465703	905413	599474	371953	231118	143867	
JU4042	UNKNOWN		UNKNOWN	31704279	31637710	6150925	0.988202	30618639	1008923	52835	9341	3447	1688	763	558	505	376	373	294	249	255	306	307	284	2788705	2354131	1877121	1444500	1066618	651242	436829	270342	161519	88594	
JU4051	UNKNOWN		UNKNOWN	35926788	35823218	7116572	1.99112	34746440	1089852	55833	9855	3896	1946	1631	878	628	684	631	797	612	608	643	735	750	3053637	2550314	1975189	1467751	1066607	626888	424005	261489	156399	91342	
JU4058	UNKNOWN		UNKNOWN	39916145	39809959	7519229	2.20971	38659539	1162890	56601	9602	3694	2106	1234	1074	896	933	1079	802	575	636	614	716	857	3280210	2736044	2113476	1554225	1139340	653007	455330	285675	171918	103560	
JU4060	UNKNOWN		UNKNOWN	23568425	23511392	4643144	2.61675	22806231	702921	36649	7022	2919	1168	816	701	647	541	603	644	584	545	487	615	470	1950940	1634372	1261747	931118	684968	394786	274642	171676	104084	62166	
JU4062	UNKNOWN		UNKNOWN	40577756	39941906	9217103	2.37424	39261958	1215604	61455	10930	4689	2579	1599	1015	1069	1040	924	996	807	799	821	815	784	3401140	2834397	2184931	1613740	1164336	684849	474885	298968	188186	121056	
JU4064	UNKNOWN		UNKNOWN	23652399	23593300	2884062	6.02516	22900383	683940	33064	6173	2939	1990	1967	1778	1951	1883	2202	1573	968	937	914	880	889	1989908	1672093	1299344	963861	705899	416845	285374	178536	107241	64673	
JU4080	UNKNOWN		UNKNOWN	45619044	45537065	7253737	2.75231	44083380	1413148	76119	14147	5424	3070	2086	1627	1642	1653	2286	1479	836	759	761	884	723	3902217	3269886	2541916	1892301	1389996	834807	568073	352583	209618	121943	
JU4084	UNKNOWN		UNKNOWN	43699290	43579646	9414390	3.31317	42304723	1286797	64224	11116	4831	2514	1798	1317	1465	1327	1514	1543	1279	1276	1375	1410	946	3598337	3010581	2319835	1708233	1242246	723111	499689	309073	185283	109496	
JU4097	UNKNOWN		UNKNOWN	40159797	40053060	8294619	5.40488	38808673	1205135	62495	11705	5434	3225	2546	1907	1875	1809	2031	1804	1853	1841	2095	2447	2829	3326163	2786139	2149923	1587770	1160074	675088	468162	286917	172804	101849	
JU725	UNKNOWN		UNKNOWN	35435764	35278917	2338402	2.37403	34365339	990683	49322	8986	4159	2404	1706	1538	1386	1319	1479	889	576	606	530	578	509	2935281	2552211	2036601	1571388	1222011	696660	513718	332842	204177	126448	
MY2716	UNKNOWN		UNKNOWN	34752531	34641963	5060966	2.98886	33503761	1140018	66515	11919	5427	3928	2272	1829	1502	1118	1011	874	869	944	961	1025	710	3078541	2564082	2005952	1494905	1078866	677202	446331	278817	169486	97026	
MY539	UNKNOWN		UNKNOWN	65060485	64426819	9870699	4.99769	62877509	1985494	101930	19323	9157	5690	4944	4134	4071	3841	5816	3970	2463	2456	2622	3185	2148	5926343	4953965	3873223	2874451	2065162	1296338	878046	552734	342775	206290	
MY681	UNKNOWN		UNKNOWN	70378478	70039019	9126358	3.9006	67773602	2351240	137115	26872	12668	7289	5441	3864	3682	3637	4307	3933	2740	2648	2655	2508	2545	6386752	5363421	4315550	3338698	2467468	1568089	1014497	637341	395192	219835	
NIC1050	UNKNOWN		UNKNOWN	43166679	42903327	9198504	3.15945	41798315	1264990	59345	10713	5116	2498	1806	1651	1843	1893	2852	1410	608	526	671	685	730	3665000	3060771	2350157	1724834	1245805	725851	498187	314076	189967	116390	
NIC1052	UNKNOWN		UNKNOWN	25935415	25127485	4784686	2.86238	25074172	790390	40056	7507	3132	1722	935	814	793	680	829	732	665	629	692	863	746	2182936	1823049	1419085	1061186	778640	480051	342486	225293	144788	94523	
