Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
NIC561	UNKNOWN		UNKNOWN	56702967	48017747	6592916	2.95181	54920210	1660515	73167	12669	5741	2948	2305	2088	1742	1762	1960	1511	1257	1169	1200	1267	1057	4941260	3951940	2953919	2133851	1517524	944412	641405	403295	241505	140562	
NIC574	UNKNOWN		UNKNOWN	30463308	29622533	4135161	2.56056	29511655	881514	44583	7981	3033	1592	1160	1016	970	924	998	744	622	545	611	626	535	2439995	2064379	1608258	1205351	909085	525945	381638	244065	147642	87370	
NIC578	UNKNOWN		UNKNOWN	78237493	77807615	17726029	3.56587	75544738	2468274	133339	25061	10755	5909	3845	3279	3175	3750	7095	3466	1164	1113	1166	1182	1201	6710805	5543896	4285838	3133073	2240911	1368749	916218	564033	330737	184697	
NIC583	UNKNOWN		UNKNOWN	53692608	51847238	7213425	2.84691	51972131	1586262	80279	15203	6055	3574	2097	1918	2030	1947	2098	1436	975	1014	1191	1267	1223	4400882	3717790	2893917	2160428	1610014	957257	681401	439641	270074	161399	
NIC590	UNKNOWN		UNKNOWN	51396988	50199084	6793504	11.2212	49512979	1624625	87718	17094	9010	7067	6236	5773	6304	6556	8625	6858	5462	5349	5851	6429	5119	4478999	3735988	2955672	2230448	1638653	1049950	695143	452872	310651	213241	
NIC593	UNKNOWN		UNKNOWN	53849666	43531672	5754829	2.50996	52122652	1601511	77195	13609	5608	3440	2658	2218	2037	1885	2192	1664	1183	950	1031	1209	944	4427563	3790510	3013135	2299441	1761463	1191720	923913	690834	513720	398123	
NIC60	UNKNOWN		UNKNOWN	108101047	107421566	25142180	5.6168	104191312	3549731	197299	38961	19096	11636	9067	7677	8119	7568	9528	7095	6045	5537	6268	7336	3401	9961001	8337140	6609112	4980447	3599618	2310119	1531493	966699	603855	340947	
NIC61	UNKNOWN		UNKNOWN	73235131	73043146	12926619	4.23253	70662607	2352310	126244	22275	9999	6288	4314	3752	4083	3968	6625	3853	1961	2071	2302	2440	1677	6766890	5613375	4378170	3247533	2300395	1443035	935143	568885	339986	188266	
NIC62	UNKNOWN		UNKNOWN	32932514	32841891	4684233	7.42252	31888115	940765	46983	8263	4371	3256	3293	3422	3433	3829	4935	2719	1592	1427	1464	1464	1320	2765414	2351722	1847171	1394975	1058156	611670	426765	266427	163841	97211	
NIC67	UNKNOWN		UNKNOWN	90033798	89727621	15475579	3.72888	86826102	2929520	164210	29664	13664	8416	5141	4851	4194	4688	6466	4228	2747	2264	2218	2328	1870	8285985	6914529	5420524	4021918	2851453	1802879	1171078	711323	427207	241095	
NIC758	UNKNOWN		UNKNOWN	33036886	31871698	4387449	3.68242	31979882	965425	48239	8273	3122	1815	1196	974	994	1022	1133	1042	1092	1179	1408	1413	1477	2643646	2225157	1730111	1299010	976247	566200	398479	249236	152147	90077	
NIC777	UNKNOWN		UNKNOWN	85556945	84584443	22286243	5.10349	82564262	2711234	136900	24889	10459	5825	4537	3663	4090	4643	7946	4976	3184	3384	3842	5110	3881	7635172	6312087	4907386	3637166	2584433	1657098	1081499	676445	403541	220327	
NIC779	UNKNOWN		UNKNOWN	70794161	62732622	14202356	2.00999	68430281	2184422	112609	21970	8966	3839	2941	1955	1272	1157	1112	914	928	966	1153	1378	933	5925557	4711632	3505048	2500515	1754244	1079795	725098	449861	271118	157830	
NIC790	UNKNOWN		UNKNOWN	41060525	40052760	9037272	4.91102	39650172	1292457	66033	11249	4381	2705	2274	1545	1805	1804	2665	1922	1467	1510	1594	1911	1178	3495324	2822001	2129115	1537945	1063281	651862	421888	254405	153014	86574	
NIC791	UNKNOWN		UNKNOWN	41406954	41195667	3004494	1.34707	40168791	1155229	55608	9322	3815	1927	1087	826	737	718	683	573	500	544	552	592	510	3669370	3170848	2497265	1886218	1415229	825268	601597	378527	228754	138914	
NIC792	UNKNOWN		UNKNOWN	28393510	28317728	2086645	4.19664	27594399	733375	34029	5860	2488	1484	1329	1109	1355	1324	1455	1317	1406	1310	1244	1264	1136	2305087	2016847	1596497	1222053	954002	536245	396340	253564	156467	97311	
NIC793	UNKNOWN		UNKNOWN	71038729	70620956	15532944	1.85163	68569091	2273983	130301	24354	10040	6473	3045	2128	1825	1506	1723	1225	979	973	891	1019	702	6167151	5092313	3958799	2929480	2100567	1290347	860837	533681	322992	182905	
NIC795	UNKNOWN		UNKNOWN	57807514	45199359	6147454	4.73605	55803638	1838906	91875	17149	7167	4493	3546	2684	2792	2652	2955	2613	2195	2124	2094	2421	1627	5097112	3975150	2947089	2110846	1486257	982762	662506	417346	257208	147569	
NIC796	UNKNOWN		UNKNOWN	53207761	52386643	7879984	3.73431	51337249	1701893	96679	17630	7446	4179	3065	2587	2300	2268	3339	2492	1392	1396	1433	1552	1463	4669076	3861183	3004857	2232428	1611931	1009339	677948	437215	286782	187511	
NIC802	UNKNOWN		UNKNOWN	66046802	65819362	9284678	4.11836	63757059	2078764	114941	21062	9299	5521	4641	3494	3472	3454	4008	3327	2583	2432	2518	3103	1989	6175416	5173815	4079279	3053009	2193039	1377724	913919	565339	346633	198312	
NIC803	UNKNOWN		UNKNOWN	43227504	43096053	6323586	5.14893	41682135	1396890	76237	13899	5919	4117	3096	2388	2489	2605	3380	2685	1859	1955	1931	1994	1779	3838814	3172520	2486201	1854494	1328326	840046	545915	336568	203613	112922	
NIC805	UNKNOWN		UNKNOWN	45160190	44838873	5825172	4.06376	43591347	1423590	77103	13125	5611	3266	2418	1936	1892	1833	1846	1843	1947	1883	1968	2178	2072	4112884	3438669	2684245	1977866	1409571	901040	596367	367160	223283	134541	
NIC811	UNKNOWN		UNKNOWN	24995192	24931009	4166002	3.44398	24107458	811984	45110	8190	3533	2514	1418	1158	1177	1056	1210	885	861	798	801	817	543	2283039	1906073	1501250	1119866	799429	508547	328860	200966	120054	66222	
NIC814	UNKNOWN		UNKNOWN	45519471	39470232	8947478	3.65192	44074725	1335826	62183	9959	4188	2145	1630	1291	1267	1322	1857	1303	999	1063	1300	1694	1147	3728261	2946183	2174311	1539769	1083411	671934	452448	282696	170318	101333	
NIC815	UNKNOWN		UNKNOWN	86243292	85495633	12856780	4.5796	83158988	2795588	162964	31064	12486	7450	6087	5473	5102	5400	9828	5376	2108	1987	2030	2356	2467	7623432	6362959	5006395	3740106	2724586	1728192	1132354	702373	428446	258643	
NIC816	UNKNOWN		UNKNOWN	61561041	61085223	13852591	4.00238	59470853	1908325	97532	16725	7604	4459	3645	2267	2202	2171	2858	2137	1978	1937	2155	2682	2478	5162280	4198783	3249609	2405715	1707037	1058319	686400	416540	248298	138170	
NIC819	UNKNOWN		UNKNOWN	26007621	25197678	1579389	10.1824	25124972	746962	41859	9511	5193	3970	3508	3289	3415	3274	3417	3473	3507	3448	3478	3511	3297	2425018	2102192	1685629	1294832	996162	625337	440313	282986	181205	112401	
NIC821	UNKNOWN		UNKNOWN	64219145	61761929	9788673	5.10537	61945535	2057501	111449	20346	10126	6737	6353	5091	5204	5250	7824	5315	2824	2690	2897	3197	2082	5704993	4838851	3923022	3071553	2364240	1653386	1193028	811639	514671	285257	
NIC822	UNKNOWN		UNKNOWN	47495727	31110485	4570223	2.14487	46116084	1271879	60646	11132	4780	2556	1958	1510	1311	1029	1093	986	1008	1070	1084	1163	1070	2825335	2417686	1998976	1637342	1384901	1170723	1150118	1242415	1465671	1810817	
NIC824	UNKNOWN		UNKNOWN	43942730	43419111	5729696	1.43572	42376030	1437318	84967	18489	7296	2966	1810	1106	799	689	766	666	535	532	555	610	549	3782253	3163761	2513667	1907406	1413440	881564	586875	381600	241435	152731	
NIC825	UNKNOWN		UNKNOWN	57168099	56181341	7806956	3.83251	55193630	1784708	99659	18146	8925	5672	3860	2967	2228	2541	2391	2022	2400	2087	2218	2267	2261	5105226	4258139	3355221	2508716	1808848	1144370	753221	463870	282288	168989	
NIC827	UNKNOWN		UNKNOWN	55104114	51841095	7075448	3.3456	53174038	1752190	99650	19373	8536	5039	2956	2498	2093	1942	2724	2162	1759	1517	1498	1522	1623	4973923	4102026	3206849	2378995	1700958	1096958	734383	450408	269030	155457	
NIC828	UNKNOWN		UNKNOWN	85108360	84424066	11222366	3.36245	82159022	2690738	149351	26275	12784	6900	5079	4008	3095	3235	3018	2741	2685	2759	2594	2891	2484	7742128	6414138	5007691	3669303	2596667	1651598	1096410	665843	397347	227760	
NIC863	UNKNOWN		UNKNOWN	57083916	54786102	8664115	2.51038	55311771	1632369	85490	15187	6171	2937	2025	1446	1372	1378	1443	1327	1401	1402	1534	1527	1585	4538837	3838309	2991432	2262401	1723366	1056174	800352	552731	375265	262299	
NIC864	UNKNOWN		UNKNOWN	35779277	34710703	6263276	4.12546	34608763	1068793	55616	9525	3938	2411	1976	1914	2130	2400	3737	1795	782	820	861	988	906	3034499	2563450	2022643	1537318	1174637	741785	534951	359396	232308	147613	
NIC865	UNKNOWN		UNKNOWN	33010028	32805691	5070646	1.86999	31844340	1075647	58692	10230	4004	1866	1274	963	728	695	876	606	451	500	534	519	539	2887850	2399175	1881987	1403503	1015715	643814	419102	258778	154478	88551	
NIC871	UNKNOWN		UNKNOWN	19885614	19685855	3085889	3.77213	19174621	648179	35344	6415	2514	1480	1177	1099	1016	956	1249	868	565	570	650	702	564	1803748	1500519	1185492	894597	643122	414147	267864	163282	96210	52492	
NIC883	UNKNOWN		UNKNOWN	19705541	19668561	3001179	3.15294	19006882	641312	34696	6005	2432	1371	984	754	741	847	1382	778	402	395	365	463	408	1747180	1451580	1140433	853889	611583	391711	253821	156010	93863	52418	
NIC889	UNKNOWN		UNKNOWN	38923321	38407741	7063711	3.06028	37634013	1181817	61362	11453	4672	2267	1604	1275	1398	1192	1614	1247	1073	1156	1271	1299	1135	3319295	2808764	2210840	1667589	1243742	758748	531874	344101	220852	138339	
NIC893	UNKNOWN		UNKNOWN	27828769	27064539	5427783	5.17799	26851154	860459	48642	7839	3364	1956	1604	1272	1289	1410	1556	1597	1685	1744	1865	2066	2268	2539266	2145812	1696208	1278140	945239	620803	452977	313004	207500	125640	
NIC897	UNKNOWN		UNKNOWN	57522595	53899315	7166632	2.53252	55585059	1771638	105584	18958	7261	3920	2452	2004	1831	1770	2245	1594	1095	1069	1041	1183	1132	4634485	3898686	3059420	2321433	1737651	1122521	817162	583640	426316	336547	
NIC899	UNKNOWN		UNKNOWN	18953407	18810621	3085729	2.14721	18284820	613676	34790	6971	2900	1707	1389	897	477	381	425	582	302	287	245	238	246	1615974	1341986	1051856	786590	562196	357583	233509	144060	87992	52693	
NIC901	UNKNOWN		UNKNOWN	54587983	51077624	9805386	2.58629	52829818	1624028	84000	14589	5828	3136	2031	1647	1798	1825	2494	1564	1192	1174	1206	1156	929	4426065	3731757	2932398	2231305	1703077	1101564	843637	605063	427112	312167	
NIC911	UNKNOWN		UNKNOWN	17719598	17669270	2983093	4.08025	17093785	566641	31197	5969	2648	1456	1086	838	945	861	828	761	779	810	878	1014	696	1680802	1421857	1129986	847397	610116	387600	255859	158598	96306	53298	
NIC96	UNKNOWN		UNKNOWN	69239723	69094524	17277605	2.65347	66963136	2082903	105183	20494	9097	5288	3052	2400	1896	1738	2003	1789	1765	1791	2073	2156	2089	6117366	5175769	4076233	3075113	2260463	1333302	895611	557580	334635	189063	
NIC984	UNKNOWN		UNKNOWN	39596849	39526977	8345096	3.82862	38329247	1164130	56783	10309	4347	2171	1690	1218	1403	1269	1624	1474	1392	1302	1549	1638	1244	3236132	2709610	2089131	1545513	1133963	650365	451390	279919	171679	102354	
NIC985	UNKNOWN		UNKNOWN	32301365	32213875	2305818	4.49287	31410144	817421	36693	6911	3439	2258	2063	1959	2071	1994	1897	1556	1500	1370	1242	1241	977	2572837	2260395	1797250	1380467	1099038	603997	460737	298090	186104	118483	
PB800	UNKNOWN		UNKNOWN	15858306	15760970	2493858	2.6065	15355317	462671	23595	4180	1488	1000	911	630	491	496	498	516	404	368	376	369	342	1405811	1194554	934919	703685	519090	314756	212123	131646	78592	47068	
PB857	UNKNOWN		UNKNOWN	93737126	92759803	14645936	3.01688	90736105	2715022	160905	34254	13610	10259	7597	5369	4304	4077	4297	3512	3228	3057	2717	2801	2502	8150743	7211368	5881449	4604955	3596204	2158175	1583455	1024195	643700	410027	
PE887	UNKNOWN		UNKNOWN	50475212	50166817	7765663	2.50861	48729493	1599185	90687	16519	6907	3749	2627	2315	1674	1796	1994	1350	934	1027	959	930	836	4427142	3753680	2962790	2228928	1647203	1018519	711532	455011	271844	155744	
QG1005	UNKNOWN		UNKNOWN	29709927	29627149	4264791	6.71473	28668803	929815	48327	8615	4521	3142	2516	2258	2336	2334	2927	2327	1900	1814	1939	2048	1992	2685027	2245868	1766017	1324196	969976	606972	400426	249840	150744	86845	
QG1007	UNKNOWN		UNKNOWN	28317578	28241267	3579719	5.81135	27327685	894760	48221	9172	4609	3024	2209	1970	1953	1823	2387	1784	1245	1189	1276	1322	1161	2467133	2039342	1580356	1158768	832412	509475	338790	212317	127736	74351	
QG1111	UNKNOWN		UNKNOWN	41486923	41357514	6342575	5.06663	40068226	1274488	65731	11741	5237	3719	2362	2267	2115	2239	2357	2365	2322	2463	2410	2376	2377	3958892	3314693	2596784	1920395	1370584	854605	555402	343202	200524	114118	
QG1126	UNKNOWN		UNKNOWN	157296646	156877456	20926041	4.42476	152019534	4774216	249388	45496	21350	13489	10024	8833	8575	8191	10054	8380	6547	6527	6678	7062	6768	14332419	12060468	9509888	7145626	5269154	3221748	2151248	1342347	808902	471084	
QG1141	UNKNOWN		UNKNOWN	38273799	38145705	4990872	9.01707	36881234	1208017	64962	12344	5824	4133	3336	3253	3451	3658	4710	4210	3290	3479	3405	3604	3674	3409351	2844840	2226259	1662008	1218060	753911	497414	309945	185041	106675	
QG1155	UNKNOWN		UNKNOWN	33627947	33527378	5180531	4.5061	32505521	1014604	48924	8904	3542	2231	1825	1353	1379	1466	1494	1704	1708	1609	1730	1801	1904	3070535	2578424	2010870	1494180	1075766	658900	435607	269585	159221	91419	
QG130	UNKNOWN		UNKNOWN	32432175	32336311	4557411	5.5527	31383024	947106	46702	8933	3943	2603	1561	1786	1538	1510	1674	1717	1832	1957	2162	2521	2065	2782247	2362405	1845478	1388575	1025974	609608	427413	268145	163621	96559	
QG132	UNKNOWN		UNKNOWN	27380372	27254067	3075018	7.26496	26566874	729163	33619	6047	2690	2336	1692	1748	1926	1777	2160	1968	2179	2037	2257	2509	1806	2234321	1908322	1493277	1130272	865026	492010	354145	227167	140694	86539	
QG133	UNKNOWN		UNKNOWN	59713582	59315969	13481375	1.67359	57778665	1791900	93953	15550	6431	3507	2388	1589	1053	917	930	879	782	944	907	1040	887	5171519	4337424	3358439	2478599	1795033	1076477	746663	467661	281881	167295	
QG2641	UNKNOWN		UNKNOWN	77146951	76866975	5470288	5.07666	74475792	2428258	121494	21484	9164	5776	3430	3024	3222	3292	3615	3713	3890	3837	3832	3921	4000	6805380	5526310	4221269	3062300	2141244	1324337	838324	504072	295161	163189	
QG2648	UNKNOWN		UNKNOWN	43705136	43537241	3275139	11.673	42159816	1353027	65857	11723	6482	5018	4191	4061	4447	4762	5354	5067	4871	4930	5074	5005	4980	3856254	3149164	2418015	1751240	1239836	773480	490907	299141	173855	97262	
QG2659	UNKNOWN		UNKNOWN	61412743	61175955	4645531	6.28156	59316883	1897318	92308	17263	8617	5855	4212	4009	3938	3611	4067	3502	3014	3254	3475	3474	3497	5450170	4433692	3381448	2447764	1708784	1053133	670045	400824	232919	126756	
QG2663	UNKNOWN		UNKNOWN	79074020	78762036	6249812	5.53488	76270466	2549458	130889	23763	10391	7514	5435	4806	4967	4638	4804	4302	3939	3975	3977	3963	3723	7077434	5784498	4471389	3285431	2313946	1454883	922239	563731	334187	182354	
QG2665	UNKNOWN		UNKNOWN	66329473	66093511	5719991	6.09843	64043742	2072932	103267	18406	8830	6355	3959	3919	3735	3909	4089	3892	3764	3607	3549	3661	3524	5886854	4783851	3651446	2638104	1854940	1133422	720363	437763	254350	141570	
QG2683	UNKNOWN		UNKNOWN	33403456	33305152	4013962	7.19497	32350144	938745	42127	7871	3664	2982	2107	2165	2393	2641	4076	3086	1715	1789	1918	1943	1995	2810735	2364825	1832937	1363315	1008449	587436	399936	249864	149784	87402	
QG2736	UNKNOWN		UNKNOWN	43477037	43300484	5914322	2.79549	42180266	1190893	53584	9194	3445	2261	1021	761	806	824	929	1072	1197	1372	1417	1450	1720	3551056	2975847	2304135	1719258	1268375	731243	507372	318847	191917	112808	
QG2814	UNKNOWN		UNKNOWN	28412626	28342804	3705269	5.1237	27413397	903245	49499	9097	4607	3843	2149	1798	1847	1680	1809	1580	1390	1341	1322	1487	1050	2516298	2094398	1640311	1226689	891335	554502	364913	227631	139354	80089	
QG2820	UNKNOWN		UNKNOWN	46639055	46522502	7931761	7.36445	45036351	1430513	74081	12641	6416	6772	4153	3617	3678	3795	4053	3592	3190	3080	3151	3120	2769	4097025	3390035	2618715	1932304	1387124	850621	553798	342296	205281	118001	
QG2848	UNKNOWN		UNKNOWN	24129034	24092876	3335674	5.48125	23285381	766076	41985	8123	3958	2482	2059	1705	1681	1534	1651	1378	1160	1081	1126	1323	749	2055503	1708629	1330334	995409	732371	449946	301162	189817	118495	68836	
QG2849	UNKNOWN		UNKNOWN	1	1	0	UNKNOWN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
QG2880	UNKNOWN		UNKNOWN	32488061	32389400	5047051	4.17955	31378246	1013506	52949	9917	4455	2753	2088	1956	2020	2367	2965	1759	683	675	674	777	835	2788249	2361272	1862673	1413150	1058997	644770	440178	272361	164931	95146	
QG2881	UNKNOWN		UNKNOWN	29881932	29560559	3180024	5.85266	28844742	937676	47005	9012	3852	2852	2519	2020	2163	2283	2396	2020	1605	1589	1633	1751	1335	2610548	2171458	1714954	1300699	955789	598696	392731	241700	148195	85686	
QG2883	UNKNOWN		UNKNOWN	29512513	29395041	3993357	6.8439	28514028	886450	48074	9727	4806	3488	3167	2814	2933	2920	3392	2698	1942	1950	1975	1946	1628	2787189	2380267	1888762	1432300	1060466	651020	440578	275389	168925	100196	
QG2884	UNKNOWN		UNKNOWN	30052835	29832995	3182270	6.90469	29002484	943015	48901	9376	4699	3261	2644	2491	2774	3120	4079	2655	1274	1374	1434	1440	1461	2713097	2261401	1766397	1315660	953233	596244	397067	253082	164163	103479	
QG2891	UNKNOWN		UNKNOWN	32974082	32634993	4138407	2.19754	31783989	1078731	69870	15931	6963	3221	1816	1377	1090	766	689	617	607	598	543	628	535	2855317	2390098	1875144	1393781	1012262	628770	419947	263060	159310	93489	
QG2892	UNKNOWN		UNKNOWN	36744085	36637487	4688860	9.26015	35432845	1151257	61598	12899	7197	5485	4706	4215	4449	5031	6976	4622	2303	2191	2421	2562	2513	3420443	2857951	2236136	1660504	1205297	743607	481898	290042	173611	98881	
QG2893	UNKNOWN		UNKNOWN	79259459	78276109	9651059	1.98068	76986033	2101100	104096	20318	7284	3839	3136	2155	2256	1795	1837	1861	1769	1774	1878	1744	1596	6374769	5612604	4555269	3587680	2906234	1655316	1239303	803998	504352	328650	
QG2895	UNKNOWN		UNKNOWN	26159806	26072264	3590919	6.1491	25243148	820610	43468	7816	3559	2355	1895	1756	1645	1798	2259	1760	1440	1401	1480	1565	1578	2291928	1901758	1486373	1109262	812417	500793	326330	202186	125422	72812	
QG2902	UNKNOWN		UNKNOWN	45042244	44897859	4930531	8.52528	43467249	1405070	73034	14245	7853	6155	5353	5215	5686	6790	9976	5915	1856	1784	1810	2022	1845	4134031	3464236	2720258	2046605	1501355	934416	609548	374151	227742	130916	
QG2903	UNKNOWN		UNKNOWN	30493217	30404456	4765210	6.40472	29447116	943448	47997	9043	4438	3034	2531	2635	2930	2989	3873	2557	1225	1137	1199	1359	1327	2679105	2263381	1779374	1342394	994978	609627	407155	252511	152184	87415	
QG2906	UNKNOWN		UNKNOWN	39138189	38998312	5959076	6.07384	37799745	1195444	63432	12484	5813	4041	3655	3364	3289	3299	4665	3370	2143	2122	2232	2379	2298	3810582	3248056	2587929	1953694	1430310	893692	585195	361948	221919	126525	
QG2908	UNKNOWN		UNKNOWN	34657323	34313307	5212845	1.95644	33378020	1158690	77542	18473	6124	2645	1488	1097	1145	656	614	461	538	560	571	559	573	2950963	2457164	1925648	1430027	1031367	644638	421020	264462	159731	95819	
QG2910	UNKNOWN		UNKNOWN	36047229	35932164	4441496	2.98377	34800594	1143828	62477	11630	4912	2715	1766	1529	1323	1372	1499	1096	886	845	969	932	754	3224095	2685550	2096289	1559076	1121915	695879	460476	287206	173709	99743	
QG2919	UNKNOWN		UNKNOWN	31884736	30913560	3134501	2.14427	30810045	985434	55565	10984	4035	1995	1095	889	765	718	772	725	779	663	674	753	598	2797540	2355471	1853849	1394215	1020333	635729	429314	271917	167737	107979	
QG2923	UNKNOWN		UNKNOWN	32188214	32069091	3878339	4.62787	31051638	1032930	55621	9838	4695	2846	2149	1998	2050	2290	3470	2114	895	816	875	1019	940	2929212	2455373	1930544	1454246	1062719	659670	436990	268051	161915	93183	
QG2925	UNKNOWN		UNKNOWN	37225434	36999100	3993935	5.45086	35937835	1164398	58645	11503	5805	3873	3117	2898	3233	3830	5200	3222	1286	1387	1400	1463	1282	3452303	2923099	2353120	1826613	1378041	859910	557146	342260	214575	121923	
QG2964	UNKNOWN		UNKNOWN	35589660	35479166	3855339	4.12577	34335152	1137957	62850	12255	5274	3309	2273	2137	2163	2270	3221	2115	892	892	970	980	956	3215395	2705810	2146383	1629079	1202068	745066	494497	311505	189138	106639	
QG2966	UNKNOWN		UNKNOWN	29075893	28986512	3192551	7.67119	28028268	922186	47645	9122	3770	2401	2290	1753	1910	2036	2236	2276	2293	2419	2509	2483	2599	2555765	2124054	1643724	1216777	875713	544939	358662	221154	131038	73546	
QG2969	UNKNOWN		UNKNOWN	54833445	54701192	8139216	3.79031	52922288	1741432	91943	16192	6813	3905	2648	2473	2413	2187	2601	2242	1949	1857	1987	2006	1949	4948257	4127578	3213697	2379351	1707013	1059683	701114	435539	261456	149456	
QG2972	UNKNOWN		UNKNOWN	30700659	30512165	3361693	8.7626	29621995	925054	47609	8701	4416	3405	2934	2953	3104	3357	4084	3495	3130	3280	3401	3444	3540	3005090	2578636	2058590	1560987	1148172	718324	479385	302876	181522	104849	
QG2996	UNKNOWN		UNKNOWN	48595702	48471841	6838826	6.71798	46849279	1539804	81736	14782	6642	4231	3108	2850	3107	3328	4151	3529	3124	3156	3294	3558	3601	4314200	3592390	2793163	2076255	1502706	925376	615098	383019	226947	129845	
QG3004	UNKNOWN		UNKNOWN	29810274	29688436	3032475	2.80002	28766457	956187	51966	9437	4178	2114	1258	973	908	782	794	790	787	793	782	902	722	2553174	2121760	1647387	1220372	880522	542774	363066	228567	135790	79747	
QG3006	UNKNOWN		UNKNOWN	40741764	40611409	6545109	6.32273	39334415	1245458	64875	11591	5337	3220	2524	2403	2550	2637	3082	2749	2675	2617	2759	3028	3102	3683302	3115031	2438037	1809026	1312142	801024	543843	345462	205131	118108	
QG3019	UNKNOWN		UNKNOWN	33595433	33464996	3761926	4.70429	32379434	1102968	60089	11102	5393	3300	2218	1918	1865	1479	1545	1453	1633	1525	1505	1634	1256	2880058	2384475	1864162	1391370	1002178	624936	412453	258989	158119	90325	
QG3025	UNKNOWN		UNKNOWN	29888720	29666859	2992338	4.53976	28838286	947056	50706	9019	3939	2421	1682	1443	1313	1463	1595	1460	1333	1335	1379	1366	1414	2595560	2160424	1694359	1274364	927570	575968	381118	239392	146542	84863	
QG3030	UNKNOWN		UNKNOWN	26334135	26119081	2615083	9.06205	25381101	826506	43403	7721	3504	2460	2045	1999	2003	2184	2364	2464	2578	2522	2610	2724	2691	2288434	1895789	1472504	1091605	793019	496390	329832	205888	124778	72462	
QG3032	UNKNOWN		UNKNOWN	30950330	30874693	3237359	3.92274	29856611	990011	52272	9341	4026	2496	1638	1225	1247	1248	1365	1351	1299	1237	1214	1269	1323	2732242	2272034	1782920	1336581	970128	606651	397272	247036	148746	83745	
QG3034	UNKNOWN		UNKNOWN	32141695	32055540	3420201	7.96956	30995221	1004115	50951	8738	4505	2896	2465	2240	2318	2493	2652	2833	2824	2817	2860	3094	2957	2846049	2367862	1853835	1388492	1014165	631116	412050	255981	153667	86533	
QG3041	UNKNOWN		UNKNOWN	27383888	27269792	2673857	8.6728	26408627	877459	47134	9545	5152	3673	3193	3117	3385	4230	6938	3919	580	458	483	417	438	2348329	1949110	1521620	1129313	824917	512651	338026	211903	127137	73904	
QG3053	UNKNOWN		UNKNOWN	32644616	31926796	3079250	2.9827	31505260	1045878	56632	9987	4437	2415	1707	1564	1231	1491	2228	1421	655	649	638	533	568	2820779	2368134	1874093	1432720	1078371	703231	500726	342887	223835	137586	
QG3056	UNKNOWN		UNKNOWN	43661508	43490696	4472622	6.89087	42048277	1413217	76939	14784	6025	3692	3180	2466	2540	2821	3082	3190	3143	3242	3363	3575	3585	3789960	3146070	2459404	1843765	1341579	836550	550788	342642	203329	114751	
QG3057	UNKNOWN		UNKNOWN	36535205	36421469	6743796	4.11718	35310189	1111469	55230	10072	4614	2829	1970	1779	1775	1703	1993	1822	1560	1619	1706	1586	1686	3280842	2791474	2215133	1686236	1254381	771238	516513	324437	195952	111484	
QG3058	UNKNOWN		UNKNOWN	35014424	34824912	4032657	3.70426	33800576	1106044	57607	9971	4407	2778	1534	1285	1221	1184	1196	1194	1321	1213	1292	1257	1245	2987388	2465324	1904680	1404771	1001595	619834	409169	256242	152254	87580	
QG3527	UNKNOWN		UNKNOWN	27535964	27285149	2916805	7.08259	26640759	806668	38706	7024	3754	2696	2523	2748	2659	2738	3098	2090	1310	1345	1407	1409	1324	2368686	1997649	1552010	1159635	857611	518033	358643	231142	145701	91121	
QG3661	UNKNOWN		UNKNOWN	53567892	53161511	7920685	6.9197	51680304	1672804	96328	19669	9765	5911	5476	4055	3823	3838	4298	4872	3642	3219	3336	3436	3049	4562222	3824526	2990635	2235805	1636415	991604	663697	414714	256924	149678	
QG3783	UNKNOWN		UNKNOWN	39705490	39433796	2290223	4.45774	38399878	1151527	70280	15660	8148	4944	3974	3581	3306	3001	3225	2695	2447	2132	2256	2187	2091	3767501	3370464	2809254	2234392	1795616	1127688	832701	558291	354667	219885	
QG3801	UNKNOWN		UNKNOWN	22584359	22492856	4577318	1.66783	21843222	683681	35571	6588	2622	1374	662	490	471	315	348	390	322	356	373	351	441	1896007	1611093	1261369	948053	704121	415304	292186	184106	110441	65265	
QG3815	UNKNOWN		UNKNOWN	24591092	24495897	5046696	2.2959	23793828	736279	38391	7253	2966	1378	786	771	610	664	946	508	373	279	405	411	365	1975823	1663049	1288608	952664	712719	411456	296710	188578	112047	67559	
QG3816	UNKNOWN		UNKNOWN	32084525	31666161	6465365	1.824	31054833	954270	49928	8929	3460	1606	889	682	636	649	872	549	438	351	431	439	443	2564839	2151545	1665003	1243294	922291	534660	375650	238226	148465	94530	
QG3823	UNKNOWN		UNKNOWN	53384926	53130965	7958413	9.8789	51528076	1611919	80620	14274	7331	6063	5444	6048	6351	5983	7337	5893	4819	4480	4623	5052	5122	4756884	3982276	3105633	2315947	1688793	1040854	683624	419041	247165	141517	
QG3825	UNKNOWN		UNKNOWN	52269343	52125875	8295464	4.66879	50406586	1675401	101580	24030	11765	6231	4459	3736	3619	3601	5340	2781	1139	1155	1156	1347	1153	4568846	3823439	2981749	2220083	1623817	970974	652074	406254	243355	141574	
