Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
ECA2982	UNKNOWN		UNKNOWN	32697558	32250383	3586522	12.6434	31787360	745695	39211	20043	14459	11129	8929	6801	5345	4455	3787	3271	3202	3010	2982	3033	3185	2210117	1950874	1558053	1190155	959616	536234	404269	263981	168254	111910	
ECA2988	UNKNOWN		UNKNOWN	37088574	36527800	3974222	11.473	36150321	771212	40434	20992	15131	11729	9697	7168	6038	4946	4314	3766	3579	3343	3369	3133	3284	2515066	2249807	1815011	1408243	1171833	639851	505655	337561	215428	146959	
ECA2993	UNKNOWN		UNKNOWN	57888406	57339124	12708316	10.5301	56020270	1560387	76893	37492	27433	19900	16359	12595	9756	7163	5134	4077	3525	3562	3692	4105	4527	4183786	3584952	2865004	2169927	1653935	1018519	688083	430685	266916	163782	
ECA3005	UNKNOWN		UNKNOWN	32425897	31978496	3403955	9.29015	31651606	652140	34528	18095	12601	8754	7236	5359	4319	3409	2878	2462	2227	2139	1934	1766	1628	2035813	1819605	1460762	1127214	950743	514487	407376	272068	173979	120545	
ECA3006	UNKNOWN		UNKNOWN	150723454	148713827	6793234	10.5001	146415733	3524969	182720	94759	68949	53469	43066	31681	25418	19929	16148	14382	13851	13341	13378	14304	15005	10986033	9898158	8120114	6381443	5182822	2997122	2252806	1486804	948542	640300	
ECA3011	UNKNOWN		UNKNOWN	74627854	73899873	15979972	9.75666	72250394	2002351	103218	48279	36267	25333	22711	17149	13571	10021	6863	4955	3967	3496	3265	3461	3882	5501660	4764278	3805358	2878019	2162688	1341485	940285	609299	376797	237340	
ECA3012	UNKNOWN		UNKNOWN	26705011	26455198	2293277	10.4027	26055868	541808	28315	14284	10193	7702	6403	4666	3792	3417	2664	2296	2099	1940	1876	1920	1740	1705857	1521993	1225366	946346	797807	431106	345163	231378	146208	99609	
ECA3025	UNKNOWN		UNKNOWN	33321435	33038007	3218769	15.2339	32440742	706465	37279	19200	14203	10971	9260	7485	6451	5759	4810	4614	4338	4109	4197	4026	3879	2164817	1933655	1567963	1218256	1023577	554628	437442	290310	184519	125579	
ECA3027	UNKNOWN		UNKNOWN	59112633	58718370	11612267	10.4908	57181410	1630295	79745	37899	29536	21405	18316	13850	10773	8086	5648	4056	3406	2733	2733	2954	3367	4344057	3701934	2935810	2202631	1640444	1017580	678844	419905	256446	157280	
ECA3034	UNKNOWN		UNKNOWN	53098061	52478600	5418100	7.3486	51813065	1089709	58855	31346	22038	15988	11832	8778	6753	4875	3811	2999	2684	2530	2370	2131	2037	3459005	3107238	2534454	1984353	1659887	906966	735167	499766	320723	217450	
ECA3035	UNKNOWN		UNKNOWN	24613817	24429887	2349948	8.19542	24023342	499181	27036	14091	10047	7320	5862	4150	3287	2608	1923	1575	1307	1215	1129	1051	1011	1525311	1376251	1125538	873624	741542	395804	319265	213356	135659	93006	
ECA3038	UNKNOWN		UNKNOWN	31853566	31580812	3082843	13.1795	30990317	701390	37438	19965	14689	11020	8566	7136	5907	4738	4165	3578	3609	3237	3223	3383	3207	2202177	1954133	1574687	1221165	997969	551338	423868	280748	178911	120129	
ECA3047	UNKNOWN		UNKNOWN	34000472	33624574	3571803	19.7977	33033277	746611	39152	20307	15403	12129	10419	8404	7797	7264	6525	6312	6320	6025	6175	6269	6287	2226272	1982168	1602805	1250454	1056243	591167	459760	310119	200572	137278	
ECA3049	UNKNOWN		UNKNOWN	143295345	142230780	5984589	10.4803	139347901	3260620	170871	90052	66241	50449	39326	29577	23314	19149	14979	13471	11807	11482	11254	11399	11277	10268478	9152560	7416502	5774406	4654604	2629598	1987514	1296074	818560	540774	
ECA3057	UNKNOWN		UNKNOWN	40812202	40460128	4594630	13.5084	39766710	849476	45593	24607	17107	13384	10699	8689	7688	6087	5468	4993	4660	4329	4185	4164	3856	2658514	2376024	1923400	1500092	1260721	678569	535840	354720	225941	153857	
ECA3072	UNKNOWN		UNKNOWN	52503145	52214324	10723384	14.3541	50731063	1456205	74030	34154	25325	18424	15824	11978	9443	7525	5450	4369	3604	3630	3770	4217	4848	3542273	2937048	2283166	1690030	1234777	749260	504517	310315	190803	116794	
ECA3075	UNKNOWN		UNKNOWN	75890953	75442829	17428409	11.3043	73417399	2048655	108566	51222	39106	29576	24955	18853	14927	11347	7905	5831	4541	4449	4499	4805	5505	5600842	4844079	3859770	2919301	2213355	1326293	914397	575806	358117	227664	
ECA3077	UNKNOWN		UNKNOWN	127404046	126493476	4641617	10.4691	123902154	2857179	154535	81043	59871	46740	37394	28798	22872	18517	14969	12805	11916	11078	11271	11019	10745	9059211	8217886	6789163	5396154	4546034	2573959	2017588	1355670	869384	594665	
ECA3088	UNKNOWN		UNKNOWN	147259174	144860628	5440227	6.39977	143271104	3431452	176423	90690	63970	46439	36009	24853	18327	13573	9626	7352	5729	4600	4117	4258	4197	10559422	9362425	7555310	5842255	4661081	2647852	1986447	1297292	820256	548894	
ECA3116	UNKNOWN		UNKNOWN	179912960	178791006	7433893	11.7294	174828317	4100261	229914	120879	88506	68090	54085	40646	32080	26684	21912	19970	19546	19219	19315	19781	19674	12877429	11675982	9594560	7604855	6287908	3568160	2732194	1809554	1158558	783081	
ECA3117	UNKNOWN		UNKNOWN	137962413	136980918	5751694	7.59189	134156527	3237278	165726	86072	62459	47879	37915	27315	20433	15342	10989	8402	6742	5941	5560	5540	5747	9970568	8889485	7218026	5645799	4523419	2618391	1984179	1307143	837550	559619	
ECA3157	UNKNOWN		UNKNOWN	56870162	56434923	12160513	12.8802	54934526	1573230	87063	41012	30349	22354	19693	15136	11869	9186	6780	5123	4364	4237	4315	4556	5339	4206813	3638336	2903347	2193953	1649496	1015219	690637	437182	268187	165778	
ECA3205	UNKNOWN		UNKNOWN	58085703	57735699	11278845	13.1071	56133890	1604861	82067	38229	28548	21785	17669	13938	11117	8540	6439	4805	4118	3908	4198	4576	5161	4080839	3456381	2743970	2061858	1531577	935411	630403	390134	238629	146963	
ECA3222	UNKNOWN		UNKNOWN	103242266	102262147	16418698	9.64564	99970732	2833545	146806	65647	46803	33931	28783	20722	16988	12317	8403	6192	4640	3755	2870	2864	2729	7204353	6019953	4669893	3446082	2541227	1547777	1061198	672122	415011	260728	
ECA3256	UNKNOWN		UNKNOWN	86148797	85540338	20245919	9.88545	83657318	2126135	109154	53298	38036	27414	22651	16080	12976	9142	6638	5263	4508	3957	3837	3767	3847	5771126	4934317	3857618	2868615	2183579	1244829	891050	567266	349840	226156	
ECA347	UNKNOWN		UNKNOWN	43467458	42747327	2453866	15.7232	41950239	1238393	71024	32196	23987	18264	15981	13645	11614	9232	7205	6224	5360	4840	4405	4293	3822	3360020	2873332	2312037	1757191	1314263	860472	586170	378216	236016	146687	
ECA348	UNKNOWN		UNKNOWN	52356988	49639595	3116430	27.5823	50401898	1472865	75314	34312	26099	20501	17564	19417	18119	16486	15488	15195	14535	14201	13722	13698	12179	3726032	3138837	2535264	1971623	1565572	1120221	889664	637021	435809	285112	
ECA349	UNKNOWN		UNKNOWN	42747325	42257341	2762688	32.2981	41495822	941771	60334	34414	24671	18658	13307	10123	6247	3780	2677	2081	2367	3478	6458	18480	102657	3172225	2778818	2288923	1795097	1332925	1040268	617762	402728	248042	168581	
ECA3493	UNKNOWN		UNKNOWN	45778427	45410000	9716414	9.07282	44347815	1223268	63216	29513	22613	17134	14249	10438	8008	5767	3954	2531	2081	1673	1417	1407	1467	3411881	2934320	2327738	1744833	1290417	776622	533232	337739	208719	131206	
ECA3494	UNKNOWN		UNKNOWN	96372521	95664022	15710108	14.1339	93145605	2645617	130818	60326	44053	33405	27124	21246	17028	13548	10207	8091	7102	6754	7163	7692	8855	6537006	5416032	4214143	3116631	2293964	1394082	941893	582186	359067	224614	
ECA3496	UNKNOWN		UNKNOWN	76935542	76278420	16503232	9.21485	74437181	2140574	112345	55433	40639	30163	25397	18840	14439	10441	6393	4492	3091	2636	2186	2171	2027	5504732	4779095	3843985	2893314	2182156	1322453	911729	584073	369634	228690	
ECA3497	UNKNOWN		UNKNOWN	49540423	49108497	10287406	9.41223	47945713	1378797	75157	34785	25667	19534	16643	12198	9447	6913	4231	2625	1872	1180	715	474	380	3598790	3078374	2418690	1787919	1283040	775907	536035	335620	206327	128383	
ECA3516	UNKNOWN		UNKNOWN	88419186	87911795	20521276	11.1339	85474558	2467824	124596	57616	43314	33790	28080	21467	16722	12692	8965	6195	5033	4459	4525	4861	5173	6676058	5669098	4495683	3336675	2420613	1496233	1001953	618521	377790	238363	
ECA3518	UNKNOWN		UNKNOWN	69528076	68964894	14161372	10.2548	67284501	1922595	94414	44963	33371	24565	20324	15516	12304	8573	5792	4092	3001	2532	2403	2406	2726	4944562	4128512	3217314	2380999	1738133	1063139	721095	449315	274311	173711	
ECA3524	UNKNOWN		UNKNOWN	82464478	81910149	18356743	9.48775	79880284	2195798	108513	51304	37960	27515	23802	17574	13188	9525	6878	5091	4043	3595	3711	3950	4190	5958836	5090234	4049887	3040754	2274386	1385994	943831	596011	364155	224434	
ECA3535	UNKNOWN		UNKNOWN	65942229	65426330	14106987	13.5766	63954510	1640045	81192	41490	31470	23561	19007	14608	11862	8885	7164	6114	5869	5533	5819	5853	6141	4588164	3905751	3054388	2299754	1767371	1008205	716203	452172	279392	177103	
ECA3538	UNKNOWN		UNKNOWN	55120561	54728149	11046241	11.2028	53586734	1294977	63351	32399	23418	17260	13774	10168	7876	6201	4990	4191	3653	3477	3420	3352	3364	3682180	3148015	2448207	1833200	1406799	783530	570801	364241	223590	144834	
ECA36	UNKNOWN		UNKNOWN	41239463	40408957	1591042	25.2742	40168601	854821	46674	24464	17410	12298	9163	7470	5307	3916	3557	3666	4105	4974	6617	14029	52391	2909876	2531614	2045856	1576926	1184009	846745	540583	352654	223354	146547	
ECA3601	UNKNOWN		UNKNOWN	89781445	88908249	11750905	11.3136	86837432	2462630	128998	59115	43452	31962	26895	20643	16323	12270	8588	6409	5242	4502	4075	4329	5093	6541980	5531278	4309286	3184760	2333668	1408943	962461	602483	367500	229522	
ECA3605	UNKNOWN		UNKNOWN	67542958	67025367	13487362	11.687	65289302	1866576	93284	44437	33714	25480	21298	16142	12870	9633	7168	5284	4418	3932	4010	4520	5162	5003827	4242839	3342716	2512972	1879865	1149449	789270	493843	301450	187444	
ECA3606	UNKNOWN		UNKNOWN	94831589	94217952	13499530	10.9387	91770907	2571449	129600	61521	45676	34984	28269	21654	16793	13171	9779	7592	5488	4509	4182	4268	4751	7125268	6036127	4745040	3506086	2549962	1529496	1034340	647475	400408	246973	
ECA363	UNKNOWN		UNKNOWN	54833073	52847925	3690891	11.873	53368898	1204991	72616	42040	30665	22882	16873	11741	6616	3256	1809	1394	1496	1690	2766	6990	36350	4138365	3677581	3029154	2366108	1760304	1261046	810613	544759	338802	217133	
ECA3634	UNKNOWN		UNKNOWN	57247092	56970499	12881822	10.9319	55417328	1537679	74556	34504	25455	19217	16201	11493	9444	7104	5138	4039	3518	3464	3698	3975	4331	3971841	3356633	2682644	2034105	1546990	941687	636818	396465	243260	149466	
ECA3645	UNKNOWN		UNKNOWN	79611364	79256022	17200519	15.3894	76885314	2179873	111200	53343	39436	31112	25083	19944	15470	11952	9074	7555	6923	7090	7308	8384	9558	5684895	4772557	3734055	2764464	2022110	1225773	822574	505929	313393	193199	
ECA3654	UNKNOWN		UNKNOWN	87104538	86203437	13471945	11.4179	84305258	2336849	118239	53649	40744	30365	26185	19422	15043	11345	7966	6158	5267	4712	4869	5208	5939	6162276	5238316	4114832	3055979	2266739	1376186	953959	604396	375125	234085	
ECA3656	UNKNOWN		UNKNOWN	86448926	85615941	13252040	10.7688	83672893	2333755	120653	56097	42348	30986	26267	19635	15149	10999	7848	6177	4677	3977	3933	4274	4712	6129057	5213058	4106854	3049004	2286488	1371599	946980	599876	371168	230861	
ECA3668	UNKNOWN		UNKNOWN	92798381	92014570	21431731	8.72594	89923266	2465754	121220	56605	43625	32535	27341	20210	15297	10706	7806	5801	4126	3294	3256	3369	3401	6796253	5829904	4632382	3516607	2667390	1618824	1131319	718602	445585	276353	
ECA3671	UNKNOWN		UNKNOWN	58781147	58349061	14055123	11.4254	56897405	1566355	77844	37167	27523	20284	17280	13389	10174	7585	5686	4401	3828	3711	3907	4052	4812	4363684	3732395	2938961	2194779	1628447	979014	674573	425698	259463	162852	
ECA3672	UNKNOWN		UNKNOWN	68737389	68226763	13572311	9.29177	66578383	1848350	93275	42293	31814	23135	19574	14160	10945	7773	5179	3883	3038	2655	2558	2828	3108	4852777	4110775	3240170	2434273	1826838	1097121	753148	475801	291276	182597	
ECA3673	UNKNOWN		UNKNOWN	99326382	98463515	14129127	10.9072	96105998	2733419	145824	66993	49546	35850	30510	22656	17274	13010	8518	6426	4807	4041	3309	3509	4075	6776175	5701969	4443021	3290437	2433589	1455195	994680	622602	382140	237336	
ECA3678	UNKNOWN		UNKNOWN	80714811	79961515	9587527	12.3943	78039954	2166992	111535	51993	38462	28790	25622	19991	15971	12255	8610	6937	6237	5873	6030	6507	7110	6034471	5187799	4136899	3099317	2318091	1412460	983539	619152	384437	241998	
ECA3688	UNKNOWN		UNKNOWN	45776977	45509539	8690794	13.1104	44247999	1266490	65510	29717	22287	16329	13924	10509	8227	6398	4793	3840	3020	3099	3062	3285	3816	3186331	2671603	2098839	1553489	1150036	697855	470081	294058	180895	110982	
ECA369	UNKNOWN		UNKNOWN	24623530	24242469	2497073	56.111	23449700	768443	44882	21660	16043	12200	10819	13760	13518	13258	13236	13349	13116	13100	13186	12794	12103	1871621	1550229	1230790	925212	667519	466214	315702	195778	120531	71540	
ECA3698	UNKNOWN		UNKNOWN	63017407	62840848	13205671	9.41445	61004868	1726888	87979	41248	30160	23656	19623	15345	11621	8614	5600	3786	2710	2211	1953	1847	1777	4950163	4194429	3299398	2454271	1778572	1073193	724092	451100	276573	176001	
ECA3699	UNKNOWN		UNKNOWN	91917828	91503627	19257794	10.2344	88854526	2618682	134035	61036	45948	35930	29114	22827	17355	13050	8879	6281	4401	3332	2732	2685	2905	6816920	5762580	4550695	3390624	2469585	1524520	1020447	627125	386929	240837	
ECA372	UNKNOWN		UNKNOWN	54591422	53400905	3564576	15.0331	53125891	1191868	72516	41776	30437	22478	16401	11353	6710	3535	2717	1773	1478	1761	3181	8543	49004	4104458	3589770	2948962	2278253	1680494	1219237	781500	525932	326148	214152	
ECA396	UNKNOWN		UNKNOWN	38424113	37987134	4392790	13.4055	36987556	1207248	70151	30583	20910	14359	11623	10549	8505	6787	5338	4472	3746	3174	2874	2695	2308	2942496	2477047	1982857	1503585	1096094	725532	484664	302751	188005	112270	
ECA592	UNKNOWN		UNKNOWN	68556547	67536555	8601476	5.25483	66973909	1331629	93569	50901	30954	17945	12281	15940	13076	3811	2598	1882	1324	1101	794	675	655	4863974	4303013	3582410	2870852	2238630	1617010	1160108	804180	547403	372531	
ECA593	UNKNOWN		UNKNOWN	67049489	65967415	7706119	22.1721	65289513	1347192	91248	48559	30973	19945	20409	77333	68857	6241	5229	4622	4067	3864	3656	3555	3355	4838514	4294055	3598172	2871763	2249064	1697681	1153295	789879	538548	362278	
ECA594	UNKNOWN		UNKNOWN	75894263	74689098	10291269	8.57122	74151401	1423545	102376	57375	33741	19816	14659	36598	32391	4126	3093	2306	1632	1457	1281	1046	1076	5519786	4944381	4198886	3443116	2750569	2050130	1465583	1027961	709945	483367	
ECA640	UNKNOWN		UNKNOWN	40416819	40141370	2077770	19.9169	39077462	1104518	58374	26246	19550	15860	13729	10965	9527	8528	7088	6312	5814	5729	5437	5283	5026	2884861	2422927	1904957	1411805	1054241	639956	433014	270670	164459	105854	
ECA701	UNKNOWN		UNKNOWN	31730601	30894217	1447698	12.4176	30680737	891779	48804	22852	16492	12834	10842	8476	6306	5016	3642	2899	2358	1965	1821	1710	1533	2258700	1890752	1500356	1136555	856660	536003	371384	241283	151313	95328	
ECA703	UNKNOWN		UNKNOWN	30959908	30663832	1343399	25.2379	29862575	877960	46090	21251	16195	13381	11737	9907	8853	7938	7028	6705	6424	6104	6304	6064	6078	2163383	1842742	1464611	1107823	838430	531106	364221	229589	141591	88540	
ECA705	UNKNOWN		UNKNOWN	37408401	37004670	1734460	12.3175	36168465	1057170	56601	26104	19519	15154	12430	9768	7727	6276	4283	3396	2569	2301	2095	1843	1846	2688587	2275688	1809562	1358861	1016599	638017	446400	298940	193738	117362	
ECA706	UNKNOWN		UNKNOWN	35902613	35478135	1638602	10.4368	34709562	1029000	55300	25447	18248	14218	11633	8646	6793	5056	3686	2454	1856	1482	1299	1108	1026	2539433	2157473	1724915	1293777	950906	598457	415840	271786	172227	110286	
ECA710	UNKNOWN		UNKNOWN	40138412	39704812	2014713	10.85	38816306	1134796	60794	27827	20468	15719	12758	9836	7642	5968	4344	3221	2434	2095	1801	1541	1521	2852470	2425686	1935161	1457811	1097493	705040	491142	309188	193000	122898	
ECA712	UNKNOWN		UNKNOWN	37079851	36690456	1727874	17.4746	35818973	1049775	55197	24786	18893	14810	12590	10447	8412	7502	5962	5354	4696	4387	4295	4115	4021	2608883	2207746	1758212	1332089	1000921	638708	440918	277737	172962	108415	
ECA722	UNKNOWN		UNKNOWN	41585958	40313686	2015441	9.16716	40230347	1170316	63814	28504	21436	15669	13531	9841	7407	5313	3830	2752	2024	1589	1321	1076	1025	2917242	2484655	1968801	1501287	1149849	760476	578185	403728	264922	168997	
ECA723	UNKNOWN		UNKNOWN	41780609	40674164	2209508	11.3566	40428951	1158401	60901	28026	20771	15335	13478	10341	8334	6183	4481	3432	2731	2365	2066	1978	1844	2950055	2469816	1941019	1477161	1126624	738362	548159	372718	240582	154688	
ECA724	UNKNOWN		UNKNOWN	36903089	35137785	1745764	12.9049	35658477	1047293	56769	25299	18522	14515	12641	9970	8243	6677	5197	4411	3973	3533	3127	3130	2918	2567384	2226174	1814989	1411535	1122646	797062	629357	458598	313870	203412	
ECA730	UNKNOWN		UNKNOWN	33184326	32760957	1463091	15.6964	32069294	933619	48881	23478	17182	13226	11544	9027	7235	5862	4769	4019	3692	3247	2988	2948	3021	2376898	2001110	1567828	1183741	890150	553350	390295	251888	155841	98490	
ECA732	UNKNOWN		UNKNOWN	33459414	32672222	1764302	11.3871	32348054	955457	48462	22608	16405	12555	10484	8078	6574	5181	3833	2992	2456	2055	1750	1688	1593	2357138	1995270	1587972	1209807	921782	617057	450151	299826	195636	125248	
ECA733	UNKNOWN		UNKNOWN	35808906	35437404	1610725	12.7021	34620678	1011798	54110	25078	18305	14710	12163	9130	7291	5602	4253	3113	2602	2337	2167	2014	1892	2597233	2203494	1729216	1287468	951818	587804	408515	272205	170406	105129	
ECA738	UNKNOWN		UNKNOWN	38413925	37970113	1775083	11.0505	37160876	1077322	57988	25750	19631	14530	12033	9219	7258	5677	3906	3014	2394	1886	1661	1456	1334	2717156	2296402	1812408	1357329	1021393	634628	445983	287146	180086	113860	
ECA740	UNKNOWN		UNKNOWN	44381118	33777810	1718107	3.82979	42985079	1253020	53209	22903	16621	12653	10422	7671	5855	4160	2691	1792	1240	778	510	434	329	2818742	2563385	2252010	1963457	1763392	1454570	1369890	1203655	1034018	871667	
ECA741	UNKNOWN		UNKNOWN	34660136	34146102	1458160	8.65036	33506123	1002141	53943	24708	18217	13645	11377	8350	6288	4514	2944	1931	1428	838	611	533	422	2467842	2106945	1677160	1270852	955800	603139	423296	276140	173667	110182	
ECA742	UNKNOWN		UNKNOWN	38905393	38333837	1975197	9.12018	37621905	1113398	60698	27050	19553	14595	12467	9029	6846	4975	3303	2353	1743	1254	874	801	674	2745269	2334895	1850196	1392178	1038068	652493	452004	291679	187328	118883	
ECA743	UNKNOWN		UNKNOWN	33613863	33251697	1404036	11.1639	32483331	973276	52637	23816	17003	13523	10919	8155	6590	4829	3547	2522	1982	1612	1350	1288	1139	2414614	2042342	1608137	1186680	879556	551905	383751	244733	152640	97576	
ECA744	UNKNOWN		UNKNOWN	30625471	30277871	1407594	13.0972	29591925	879596	47149	21511	16107	12510	10355	7954	6540	4869	3876	2858	2391	2033	1759	1717	1570	2196985	1857253	1455689	1090219	814993	499520	342423	218452	135869	85942	
ECA745	UNKNOWN		UNKNOWN	45082339	44505312	2230498	10.1864	43602173	1268490	69559	32930	24786	18133	14951	11339	8722	6449	4516	3359	2422	1947	1528	1488	1396	3226984	2772311	2206278	1678932	1266449	784809	558767	374263	238605	146937	
ECA746	UNKNOWN		UNKNOWN	35683618	35212255	1715674	15.1596	34472162	1022316	54973	25125	19023	14626	12925	9965	8117	6351	5094	3971	3338	2861	2709	2565	2402	2547057	2156094	1678684	1251490	931913	580749	397672	253788	156860	99315	
ECA760	UNKNOWN		UNKNOWN	39980976	39515707	1880891	15.5753	38656821	1112957	58355	26135	19570	15591	13061	10113	8424	7012	5615	4725	4524	4053	3899	3830	3572	2862207	2418157	1911136	1428459	1064691	668473	477590	309683	195354	123070	
ECA768	UNKNOWN		UNKNOWN	38271123	34139346	1686609	8.63125	37043349	1050541	53329	23542	17799	13784	11675	8721	7352	5853	4593	3529	3006	2601	2380	2344	2181	2582276	2248729	1863983	1525980	1332397	1054455	951463	768272	559399	368332	
ECA777	UNKNOWN		UNKNOWN	35927776	35244141	1684840	16.6177	34709895	1015980	54186	24188	18138	14683	12402	9666	8110	6901	5703	4749	4362	4134	3942	3761	3601	2570839	2163255	1711455	1286289	968600	631430	455398	302736	195513	124422	
ECA778	UNKNOWN		UNKNOWN	47771723	46847215	2534107	19.6444	46146139	1326036	71064	33341	25781	20374	17114	14191	12352	10727	8869	8076	7553	7074	7072	6867	6539	3422125	2919291	2325876	1759864	1344258	856682	637491	429007	277316	177379	
ECA807	UNKNOWN		UNKNOWN	35363792	35030158	1630944	14.7865	34168973	1010295	54221	23857	18072	14009	12281	9332	7732	6319	4907	3909	3334	2901	2747	2527	2644	2537554	2124817	1680019	1260123	934663	582735	401631	259753	164485	104295	
ECA812	UNKNOWN		UNKNOWN	44569664	44142143	2529255	12.1211	43138339	1233272	62199	27286	20756	15366	13338	10217	8221	6471	4847	4028	2991	2734	2447	2272	2121	3160354	2641743	2068673	1545603	1137643	713308	486162	306670	188403	116788	
ECA923	UNKNOWN		UNKNOWN	35991417	35712533	2983509	8.82823	34691713	1098421	67622	31296	21733	15685	12500	9714	7447	5448	3835	3066	2137	1615	1256	1079	1016	3036215	2597027	2127056	1622283	1204908	802609	539470	340159	212599	134886	
ECA928	UNKNOWN		UNKNOWN	28582765	28390800	2274647	25.3666	27390577	870082	51678	23394	17661	14273	12281	10695	9521	8633	7879	7876	7642	7321	7266	6945	7095	2272620	1938237	1585686	1219562	913613	629649	434274	272642	167309	104790	
ECA930	UNKNOWN		UNKNOWN	28158234	27965015	2519015	19.8542	27045757	855412	52193	23291	17502	13179	11399	9565	8293	6965	6112	5615	5266	5174	4939	4611	4646	2316418	1976215	1603289	1212675	889561	602193	417879	262416	163286	106597	
ED3005	UNKNOWN		UNKNOWN	80748975	79948289	4152062	9.25982	78661150	1629619	127232	86533	70097	53343	36673	21491	11192	6024	3217	3048	3647	6247	17998	11464	0	3723682	6658902	5546070	4336016	3210974	1197285	1718265	1029684	630713	372087	
ED3011	UNKNOWN		UNKNOWN	60233960	59523941	2757964	52.312	58333247	1178678	95838	68723	57450	44808	31518	19096	15939	13975	13316	19014	23927	45601	162421	110409	0	2828702	5095928	4334092	3480714	2880228	1040374	1503085	905535	573892	340988	
ED3012	UNKNOWN		UNKNOWN	37775969	37625173	1671287	31.2635	36647104	768426	65182	49049	42259	33309	23438	13384	7754	5864	6174	8122	10406	18710	49780	27008	0	1702690	3124298	2656731	2124459	1662472	616686	915695	555830	353655	211629	
ED3017	UNKNOWN		UNKNOWN	63161453	62692990	3227187	18.715	61430868	1292317	100033	68291	56544	43839	30901	18812	10631	5562	3290	3427	4833	10561	44037	31930	5577	3413172	4948811	4141629	3239524	2476825	1109574	1261042	792134	515468	339938	
ED3040	UNKNOWN		UNKNOWN	66672133	66315370	2524959	10.3531	64946172	1340174	104954	72125	59350	44417	29944	17320	9093	4820	3597	3705	4746	7305	15925	8486	0	3003678	5317012	4404503	3453894	2547949	958516	1375910	840353	516604	306450	
ED3046	UNKNOWN		UNKNOWN	66695219	66039261	2932081	17.7966	64824556	1347016	117714	88632	75760	58511	40431	24214	12585	6180	4055	4815	6916	13458	42733	27643	0	3065649	5577359	4692075	3728384	2826330	1052285	1520174	929190	585761	355883	
ED3048	UNKNOWN		UNKNOWN	66914931	66575290	2509957	14.4177	65106440	1346704	111776	78191	65951	50901	36074	21090	11765	6282	3802	4435	5475	11412	33259	21374	0	3179576	5751199	4845227	3838420	2903462	1088263	1558409	957957	598198	359277	
ED3049	UNKNOWN		UNKNOWN	60598735	58140415	5097867	40.6747	58594184	1235107	123315	99001	88170	71465	50585	32498	16801	8322	5346	7030	13258	29467	130250	93936	0	2667081	4950794	4265656	3501415	2931517	1077928	1649885	1081715	724513	450834	
ED3052	UNKNOWN		UNKNOWN	68835100	68283940	3682368	6.1329	67165028	1378823	96017	59003	44216	31986	21100	12010	5992	2705	1633	1519	1711	2482	6930	3945	0	2852533	5079111	4111522	3142186	2245115	827318	1199566	733680	448281	265208	
ED3073	UNKNOWN		UNKNOWN	73824267	73313808	2981533	12.353	71919464	1465971	110662	76938	62781	47665	32210	18097	10405	5550	3712	4804	6226	11364	29826	18592	0	3422053	6108855	5134718	4082759	3091772	1162826	1673139	1038869	650331	388853	
ED3077	UNKNOWN		UNKNOWN	66765476	66290355	2825907	9.86393	65054822	1356503	102914	66710	52885	38550	26178	14701	8204	4438	3224	2962	3535	5614	15431	8805	0	2877429	5131116	4218580	3269967	2393800	889908	1278450	784578	486326	293841	
EG4347	UNKNOWN		UNKNOWN	57172043	56948745	2332306	22.5561	55505373	1152374	100548	77815	68738	54513	38736	22504	12994	7563	5091	6869	9140	17634	55200	36951	0	2751428	5002009	4286725	3459406	2716017	1016906	1476898	898901	572650	341586	
EG4349	UNKNOWN		UNKNOWN	46811638	46337381	2094817	7.25616	45615669	967539	72585	43991	34858	25372	17065	9834	4763	2378	1457	1551	1841	2652	6567	3516	0	1954231	3541261	2921906	2273291	1681365	624065	919907	572179	357217	218674	
EG4724	UNKNOWN		UNKNOWN	48867557	48412780	2262053	27.2113	47387488	997227	94817	71856	62998	50994	36846	22362	12252	6152	3988	4780	7096	14867	55638	38196	0	2280085	4156504	3507101	2790232	2155445	785606	1134732	679279	425996	252687	
EG4725	UNKNOWN		UNKNOWN	63250207	62533023	2265657	15.038	61612522	1276281	91167	57259	44932	33329	23686	15798	9189	5603	3963	4005	4844	8311	27816	20601	10901	3954726	4491863	3730373	2942741	2328696	1245293	1134119	724256	459713	298820	
EG4946	UNKNOWN		UNKNOWN	46255694	44245277	1845164	18.2082	44989540	910101	77837	57358	48887	38581	27019	15742	8887	5434	4814	5714	8201	13101	28765	15713	0	2077344	3744584	3177569	2568297	2025784	802048	1254854	876523	645770	451966	
GXW1	UNKNOWN		UNKNOWN	47215867	46867367	1343131	8.77289	46020641	952027	70617	45859	36851	27358	18480	10209	5139	2577	1669	2184	2579	4447	10009	5221	0	2068419	3696579	3059738	2392519	1767301	662346	965177	596419	369678	219776	
HPT48	UNKNOWN		UNKNOWN	36858435	36636370	4756744	14.2734	35565531	1097122	56512	24482	18071	13556	11244	9125	7601	5547	4496	3270	2770	2358	2094	2044	2002	2560663	2085529	1616669	1185756	855224	545634	359516	222579	138745	85967	
