Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
NIC242	UNKNOWN		UNKNOWN	37362568	37064669	1300162	16.2553	36359782	799741	48598	29775	23092	17690	12584	8944	5586	3474	2622	2357	2408	2920	3985	8279	30731	2880133	2527321	2082147	1641888	1233509	889871	574999	378823	232795	154449	
NIC251	UNKNOWN		UNKNOWN	40157874	39650076	1378502	13.2766	39123952	849255	50090	28070	20879	15365	10923	8170	5046	3355	2611	2061	2014	2678	3390	6081	23934	2974845	2610984	2142179	1683571	1283025	880481	583793	387523	246657	164611	
NIC252	UNKNOWN		UNKNOWN	54621880	53866338	3078354	8.34892	52994587	1387961	78620	38750	28116	20502	15497	11561	7788	5356	3637	2795	2303	2122	1988	2904	8858	4249716	3637813	2956968	2280119	1696984	1162054	774918	509028	325385	210284	
NIC2524	UNKNOWN		UNKNOWN	59550931	59316833	10874625	9.61928	57743260	1560796	75822	34575	25220	18480	15049	11241	8662	6144	4157	3139	2471	2457	2335	2453	2408	4020000	3372925	2627092	1951127	1440038	847937	586678	368654	225163	146502	
NIC2534	UNKNOWN		UNKNOWN	98451992	97902029	11876366	10.1841	95432504	2569739	127934	58261	41854	32104	26021	19366	15002	10876	7969	5947	5321	4837	4490	4328	4878	6898948	5808059	4523353	3350598	2492574	1453130	1013329	631438	391907	250483	
NIC255	UNKNOWN		UNKNOWN	63319909	61345312	24198400	30.4588	61138062	1557700	98004	58870	50310	43859	40296	39268	32445	31753	26037	19222	16664	14787	12776	12464	22949	5028086	4419983	3684589	2884416	2139161	1490074	1008217	675055	457771	340730	
NIC2553	UNKNOWN		UNKNOWN	72484149	71649780	11483713	10.6298	69959738	2171351	109046	47198	34035	26151	21622	17139	13934	10927	7882	5702	4305	3787	3149	3072	3038	5423582	4490980	3568023	2685887	1981354	1339937	903990	586495	374697	231575	
NIC2555	UNKNOWN		UNKNOWN	83899393	47520286	3661938	9.46979	81417798	2108232	86577	34553	25085	20020	17264	14640	12810	11078	9485	7911	7214	5753	5411	5938	6229	7403516	6194870	4868754	3645455	2696046	1723908	1170814	744844	485376	355638	
NIC2557	UNKNOWN		UNKNOWN	62873817	41698875	2753280	10.7125	60904730	1642437	75944	31482	22618	18229	15802	13164	10984	9011	7310	5804	5363	4490	4275	4576	4630	5403645	4519343	3555150	2635626	1918781	1226513	824225	515542	330547	227879	
NIC2558	UNKNOWN		UNKNOWN	76960879	76442294	6801130	9.98182	74417818	2206910	117294	50157	36010	27141	22167	17209	13596	9747	6940	4598	2987	2214	1729	1543	1387	5566083	4586516	3556051	2594198	1851314	1152888	766649	474613	294439	184987	
NIC2559	UNKNOWN		UNKNOWN	68804959	68566836	6741298	9.34745	66515362	1979562	98606	44490	32414	24735	21115	16052	12440	9379	6384	4312	3196	2289	2001	1873	1563	5198400	4373085	3462119	2582456	1882074	1198569	809395	508701	316948	198741	
NIC256	UNKNOWN		UNKNOWN	28968096	28671985	834326	12.4244	28213338	621058	36122	20441	15381	11193	8058	5777	3702	2372	1821	1615	1722	2086	2925	5181	15304	2323019	2028182	1663511	1302047	974980	681028	449203	290344	184239	123312	
NIC2560	UNKNOWN		UNKNOWN	56423140	42422343	2136967	9.51379	54674318	1496840	68617	28765	20907	16392	13854	11136	9371	7261	5486	4276	3565	2839	2733	2732	2811	4631156	3858988	3012987	2230929	1637337	1019090	687787	431640	277791	189027	
NIC2561	UNKNOWN		UNKNOWN	33783238	33596681	4064827	9.81498	32646862	986501	49848	21953	15438	12269	9746	7780	6264	4635	3399	2347	1632	1205	931	910	796	2523559	2094093	1651729	1225235	894726	579843	381098	237406	146792	90896	
NIC2562	UNKNOWN		UNKNOWN	41028662	40796522	5854690	9.32581	39673241	1196770	58895	25150	17306	13059	10124	7865	6267	4406	3033	2146	1387	1000	725	584	507	2777514	2240991	1716625	1245875	887598	561596	371450	230833	142673	87785	
NIC2564	UNKNOWN		UNKNOWN	63003827	62738090	4311263	10.56	60917886	1800873	92810	40375	29656	22252	17832	13686	11224	8114	5557	3949	2726	2247	1785	1628	1624	4446804	3669564	2839690	2074276	1492567	915802	612740	383590	238051	149875	
NIC2566	UNKNOWN		UNKNOWN	40671604	40505180	6037112	13.3734	39278595	1179154	56977	24720	18152	14076	11708	9613	8146	6272	4914	3747	3243	2947	2778	2747	2792	2988405	2455901	1921685	1422940	1042883	665514	437887	273535	169130	105821	
NIC2567	UNKNOWN		UNKNOWN	89417522	88497075	8325637	9.68683	86446223	2584109	132790	56965	41118	31442	25409	19430	15175	10864	7472	5150	3520	2693	2052	1942	2003	6333352	5222688	4066522	2988664	2150855	1362139	911340	580419	371374	243978	
NIC2568	UNKNOWN		UNKNOWN	76003686	73077901	5982006	9.8097	73592233	2093222	101922	44033	32974	24612	20268	15702	12610	9330	6354	4476	3385	2554	2151	1990	1947	5222456	4339859	3396555	2510108	1832731	1152584	808694	551860	404663	349682	
NIC2569	UNKNOWN		UNKNOWN	89564618	89377775	13295708	10.3222	86553667	2581174	131538	59524	43904	34091	28408	22693	18244	13822	10201	6974	5187	4227	3700	3379	3231	7259540	6063577	4807036	3587434	2612583	1685723	1114731	694146	427148	265157	
NIC2570	UNKNOWN		UNKNOWN	32901007	32779713	4731099	12.8114	31801737	930994	49114	21812	15770	11903	9904	7944	6533	5015	3743	2829	2336	1960	1825	1720	1828	2390078	1978043	1545246	1141987	830218	519892	350898	219072	137445	86918	
NIC2573	UNKNOWN		UNKNOWN	54504915	54249406	7508190	10.4997	52676555	1602980	76171	32006	22869	16912	14038	10783	8764	6417	4561	3114	2563	2063	1681	1614	1505	3794415	3068423	2353431	1714363	1213086	772298	501396	309310	190714	118889	
NIC2574	UNKNOWN		UNKNOWN	72616263	72346493	6432151	14.2143	70095328	2067943	107001	46334	34423	26951	22532	17839	14688	11936	9270	7401	6204	5769	5551	5585	6049	5354186	4446429	3492441	2580261	1893674	1181164	786375	487721	304338	189928	
NIC2576	UNKNOWN		UNKNOWN	61089957	60759983	6270025	9.83445	59046343	1747038	93527	42247	30333	23908	19939	15801	12401	9454	6498	4312	3037	2263	1777	1611	1476	4708324	4004420	3203547	2403347	1767744	1118064	760166	476889	299896	191553	
NIC258	UNKNOWN		UNKNOWN	39530380	39032562	1497743	15.9016	38517568	822238	47439	27662	21220	15729	11246	8107	5201	3282	2500	2248	2383	2985	4112	7830	28630	2918644	2537857	2073517	1611107	1201432	846574	552574	354119	222186	149684	
NIC259	UNKNOWN		UNKNOWN	55187747	53927297	3309251	14.9539	53444449	1422270	86163	45120	33835	25129	18738	14583	10946	7550	5811	4953	4580	4874	5924	8327	23706	4257865	3672653	3003011	2322306	1721541	1232364	833497	554492	361921	246866	
NIC260	UNKNOWN		UNKNOWN	80402195	79540197	4030047	9.56472	78389965	1699601	94714	52761	38341	28434	20373	13727	7975	4365	2945	2039	2001	2696	4180	8141	29937	5865805	5070574	4108031	3166384	2337197	1610589	1062939	682300	425192	283459	
NIC261	UNKNOWN		UNKNOWN	45044587	44505830	1903486	14.009	43882486	951598	55429	31789	23977	17898	12641	9204	5684	3755	2518	2261	2286	2520	3724	7521	29296	3365081	2944625	2416388	1876777	1395030	981174	645915	425213	270363	182919	
NIC262	UNKNOWN		UNKNOWN	64692085	61943823	24456531	30.0136	62546680	1547956	98426	59267	48634	42245	37442	33158	30779	29008	24935	19651	17089	14436	12778	13566	25120	4909102	4317870	3566075	2794178	2071046	1485490	1057468	730578	503287	367651	
NIC265	UNKNOWN		UNKNOWN	60616508	58988811	4198347	7.78968	58771531	1571951	92091	45753	32590	24119	18076	13358	9356	6189	3894	2882	2257	2040	1959	2823	8079	4696272	4050104	3343179	2595447	1930804	1352540	935777	642496	426192	288445	
NIC266	UNKNOWN		UNKNOWN	36204727	35860363	1149509	28.2543	35205480	768074	44839	26324	20178	14940	10774	8841	5824	4378	3374	3287	3531	4415	6663	14533	59272	2677431	2333183	1901165	1488938	1128788	826306	520910	334964	210382	137969	
NIC267	UNKNOWN		UNKNOWN	43998055	43752490	1585129	7.27339	42877820	937980	57649	33172	25015	18512	13358	8627	5417	2747	1528	1113	1052	1150	1629	2721	8565	3328354	2898840	2360555	1833210	1360075	939230	619088	404547	252290	166154	
NIC268	UNKNOWN		UNKNOWN	41235232	40703308	1474520	11.2911	40188158	872343	49974	27602	20420	14876	10977	7805	4845	2754	2169	1805	1739	2076	2787	5553	19349	3080242	2682336	2187085	1703551	1282363	898993	600585	396261	253730	169132	
NIC269	UNKNOWN		UNKNOWN	48719791	48108040	1724984	13.8232	47480483	1023185	57888	32442	23953	17601	12109	9075	5631	3689	2916	2675	2867	3253	4150	8109	29765	3624626	3141102	2555218	1996162	1486267	1039564	682118	443106	279069	187193	
NIC271	UNKNOWN		UNKNOWN	35755750	35395080	1185311	15.411	34810102	763277	44964	26115	19859	14852	10595	7607	4844	3032	2257	1976	2177	2623	3862	7948	29660	2890563	2520636	2074842	1622439	1209830	862786	557112	362443	228958	153640	
NIC272	UNKNOWN		UNKNOWN	40137650	39148260	1391375	8.79651	39111709	853564	51531	29506	22397	16529	11919	7930	4825	2706	1674	1331	1417	1616	2470	4085	12441	3055585	2662855	2187398	1724805	1304353	924024	634897	426541	280382	195124	
NIC274	UNKNOWN		UNKNOWN	77611988	66595448	2817949	3.5909	75757717	1590128	92506	49578	35216	25326	17633	11709	6970	3693	2197	1583	1391	1412	1835	2918	10176	5101531	4718517	4151966	3636954	3270604	2645013	2288045	1813495	1326664	910309	
NIC275	UNKNOWN		UNKNOWN	62192771	61584447	4612956	18.2365	60141419	1626722	98020	53058	40690	31178	24657	20237	15389	11598	8816	7610	6923	7020	8089	11225	34268	5049804	4325527	3547221	2753466	2030091	1451745	939375	604394	384844	248998	
NIC276	UNKNOWN		UNKNOWN	51849389	51183559	2105680	8.04549	50584436	1068263	61018	34434	25229	18319	13404	9138	5591	3184	2065	1661	1574	1955	2890	4273	11955	3738359	3282473	2671075	2082045	1589450	1075025	750152	498761	320095	213916	
NIC277	UNKNOWN		UNKNOWN	37997985	37755285	1365805	11.3413	37036341	805547	45271	24658	18023	13239	9465	6611	4132	2523	1649	1317	1324	1642	2541	4886	18816	2797606	2428736	1963286	1526256	1143960	795514	526814	341519	215392	142502	
NIC3	UNKNOWN		UNKNOWN	62215172	34617512	1075488	4.31762	60954593	1044705	51287	34437	29046	21755	15383	8920	5284	3054	1919	2489	3195	5719	19563	13823	0	2118981	4228030	4296942	4492773	4741329	2430054	4639102	4013514	3044214	1960545	
NIC501	UNKNOWN		UNKNOWN	35233270	34826686	1213594	6.28497	34286001	802717	50333	26974	19414	14315	10240	6389	3568	1874	792	495	456	513	845	1835	6509	2604277	2256816	1851428	1438952	1049781	742900	475519	306452	187140	126854	
NIC511	UNKNOWN		UNKNOWN	51028823	50709533	2541261	6.60629	49728988	1126474	62370	32325	22238	15797	10881	6672	3595	1818	926	612	565	691	1297	2749	10825	3499031	2967911	2362654	1789035	1288798	891054	566157	361095	220903	142742	
NIC513	UNKNOWN		UNKNOWN	86277474	85419626	6683671	8.36841	83980379	1954475	120459	60073	42109	30432	21253	13682	7660	3849	2030	1496	1440	1823	2978	6373	26963	6111725	5240902	4235548	3228758	2325046	1625317	1036026	665079	400862	264827	
NIC514	UNKNOWN		UNKNOWN	36214694	35734987	1703322	22.8705	35226800	791072	46401	25846	19100	14053	10395	6565	4486	2436	1820	1775	2358	3545	5938	12078	40026	2551769	2178781	1760274	1356446	987570	727381	438618	282947	171376	112859	
NIC515	UNKNOWN		UNKNOWN	43029786	42441416	1283478	17.317	41881302	925500	57606	33144	25207	19310	14317	9253	5631	4284	2785	1899	1975	2678	4841	10475	29579	3066849	2619712	2113188	1624209	1193298	858439	537951	344431	213783	139415	
NIC522	UNKNOWN		UNKNOWN	35324448	34832377	935661	18.4655	34381351	772240	43230	23326	16834	12421	9108	6105	3789	2195	1446	1476	1616	2285	3724	8371	34931	2518495	2154894	1745417	1352294	998302	730209	462322	305375	190792	127536	
NIC523	UNKNOWN		UNKNOWN	50226463	49751454	2466461	5.79622	48915442	1121260	68106	36353	26518	19084	13234	8358	4463	2121	1065	552	497	614	977	1704	6115	3567093	3044095	2419290	1832293	1311785	898464	579366	373696	230730	151838	
NIC526	UNKNOWN		UNKNOWN	34709346	34418433	1787678	24.5388	33722342	772132	50344	28075	21990	17027	12863	8112	4837	2697	1740	1572	1898	3043	5458	11373	43843	2470440	2111564	1701074	1305792	951158	717150	430091	269125	163560	112414	
NIC527	UNKNOWN		UNKNOWN	33404801	33117378	1476289	9.22272	32525663	746742	43622	23114	16911	12309	9125	5545	3226	1654	881	681	655	912	1422	2877	9462	2289760	1935503	1540150	1167656	841778	591861	374626	235643	142504	92059	
NIC528	UNKNOWN		UNKNOWN	78977970	78067545	5026732	7.43844	76922781	1739547	107064	58852	42590	30591	21004	13313	7600	3867	1898	1324	1249	1358	2050	4618	18264	5695960	4912554	3964751	2971765	2142580	1471765	950093	600326	378303	245831	
NIC529	UNKNOWN		UNKNOWN	44641601	44375699	2196255	10.0533	43457211	993251	60403	32426	23603	17490	12204	7742	4533	2326	1291	857	899	1298	2321	5027	18719	3170096	2780482	2266818	1744570	1270752	896591	574804	367040	226232	153737	
OAR137	UNKNOWN		UNKNOWN	32103510	31964085	2981324	9.21744	31316516	665079	34880	18324	13058	9718	7256	5386	4364	3391	2780	2276	2019	1746	1646	1611	1554	2042352	1808905	1442614	1107474	916776	489221	387308	255230	161384	108662	
PB303	UNKNOWN		UNKNOWN	47358789	46991950	1922476	46.6034	45926563	944342	75952	52298	42635	33258	22402	13759	9486	8046	9943	15053	19907	36290	96740	52115	0	2123302	3827375	3190301	2521964	1990544	723922	1038587	627820	390907	236577	
PS2025	UNKNOWN		UNKNOWN	55917114	55220313	2010375	10.8557	54521083	1126018	77276	48679	37135	26690	17970	9987	5770	3509	2756	3084	3787	6431	17308	9631	0	2391859	4222437	3492006	2736238	2024504	751824	1074040	660012	403544	238686	
PX179	UNKNOWN		UNKNOWN	38310884	38197419	1094271	12.6156	37291019	771317	63027	45537	38329	29353	20002	11781	6055	3587	2462	2541	3383	4832	11466	6193	0	1705248	3066196	2530887	1973643	1461000	545740	788599	485748	301392	182150	
QG2075	UNKNOWN		UNKNOWN	67313144	66498257	4930230	15.927	65123594	1794893	108894	51778	35891	25768	18791	16820	12677	9994	7654	6780	6006	5969	6765	9934	32829	4994734	4315670	3522458	2742199	2072979	1435155	962529	619672	398174	257960	
QG2811	UNKNOWN		UNKNOWN	39893585	39690899	2000142	10.3377	38613354	1114657	54983	24528	18208	13999	11434	8711	7078	5284	3598	2575	2010	1626	1453	1261	1173	2843029	2381675	1867232	1385134	1007516	620524	421912	262248	160328	99432	
QG2813	UNKNOWN		UNKNOWN	35140293	34949982	1505845	9.32024	34017685	980170	50552	21914	16133	12190	9792	7462	6060	4175	2992	1926	1515	1157	953	831	666	2500409	2107002	1661543	1229714	890079	550477	381680	239990	148128	93016	
QG2818	UNKNOWN		UNKNOWN	42086430	41910737	1978674	8.85087	40725402	1180772	65412	29247	20707	16127	12574	9821	7452	5308	3480	2348	1554	1118	863	659	682	3038327	2593073	2064999	1536025	1122751	697622	484030	320024	206583	126404	
QG2823	UNKNOWN		UNKNOWN	39128181	38902477	2031997	27.2279	37739172	1100829	60093	27643	21242	17809	15810	13296	11540	10221	9438	8650	8567	8224	7935	7910	7903	2796869	2370814	1870742	1384883	1021826	643688	443616	275286	168930	110462	
QG2824	UNKNOWN		UNKNOWN	35811472	35647728	1612119	9.33088	34655373	1005505	53023	23704	17185	13632	10896	8067	6151	4566	3125	2102	1545	1153	819	680	599	2580514	2174670	1719366	1270460	916484	577938	393926	245119	152242	96918	
QG2825	UNKNOWN		UNKNOWN	33796675	33577421	1552568	9.51946	32700007	951593	51267	22831	16579	12843	10285	7840	6059	4469	3052	1973	1486	1051	908	698	575	2429849	2039145	1609515	1188576	879938	549488	372872	233967	146037	94150	
QG2827	UNKNOWN		UNKNOWN	39213364	38910091	1862245	9.19969	37945746	1105935	57173	25055	18702	13910	11370	8654	6591	4914	3335	2276	1692	1214	946	812	759	2790095	2359829	1869128	1389291	1012405	628871	434525	274346	167183	104880	
QG2828	UNKNOWN		UNKNOWN	33638506	33347079	1592893	9.37095	32542644	950158	51629	23315	16663	12687	10361	7744	6190	4598	2978	2007	1385	1065	831	647	590	2411946	2052418	1625866	1202988	893491	554662	375345	234778	144324	91686	
QG2832	UNKNOWN		UNKNOWN	38082473	37685965	1721773	9.72231	36874103	1054198	53082	23235	17274	12829	10320	7942	5997	4685	3361	2428	1917	1564	1302	1174	1038	2694162	2257241	1773247	1318832	962824	600931	425072	276863	177598	114585	
QG2835	UNKNOWN		UNKNOWN	38103755	37817812	1800798	9.69674	36898111	1049786	53930	23745	17466	13211	10532	8340	6310	4605	3262	2335	1890	1451	1296	1112	947	2710868	2284723	1802514	1337886	973415	601452	418959	270391	172099	113233	
QG2836	UNKNOWN		UNKNOWN	34264392	33960084	1517781	9.0317	33174902	950673	48914	21532	15597	11751	9519	7312	5707	4134	2861	1983	1457	1086	941	744	703	2445221	2063929	1629162	1215287	888503	554717	389886	257767	163888	102974	
QG2837	UNKNOWN		UNKNOWN	42970510	42660912	2213710	10.3411	41577057	1206271	64825	28695	20920	15910	13168	9963	7702	5711	3966	2826	2106	1696	1415	1260	1117	3065051	2588775	2043197	1511556	1090918	676688	470428	296319	184860	119929	
QG2838	UNKNOWN		UNKNOWN	45228697	44903817	2197149	11.0968	43804490	1231026	62081	28176	20135	15907	12816	9767	7866	6035	4400	3513	2830	2351	2156	1996	1802	3204339	2695108	2117461	1577791	1155488	707850	493379	323633	203885	125497	
QG2841	UNKNOWN		UNKNOWN	41892980	41434109	2158096	9.52927	40579701	1144800	57525	25275	18238	13960	11093	8445	6562	5144	3722	2691	2077	1713	1521	1371	1245	2950694	2482155	1957090	1453333	1076566	675473	484758	316162	200251	127182	
QG2843	UNKNOWN		UNKNOWN	35554470	35360364	1545915	9.83141	34415897	987236	52310	22953	16748	12840	10502	8068	6245	4615	3388	2239	1699	1448	1219	1024	883	2545441	2151158	1702100	1270659	939356	578488	401757	259522	164651	106663	
QG2846	UNKNOWN		UNKNOWN	36378673	36076999	1737674	8.86787	35227908	1008128	50675	22333	16109	12457	10061	7552	5751	4162	3002	1942	1526	1086	922	785	749	2590224	2168774	1706778	1272049	925259	574591	405830	259433	161618	100995	
QG2850	UNKNOWN		UNKNOWN	39380505	39179751	1806829	8.78795	38137073	1089000	55464	24344	17765	13359	10762	7973	6039	4548	3020	2177	1452	1097	947	847	687	2787037	2335299	1825374	1351234	983944	601704	411888	261198	162912	104598	
QG2854	UNKNOWN		UNKNOWN	40663770	40435572	1783854	9.19288	39358778	1135608	58662	26704	19181	14520	11739	9090	6994	5159	3471	2455	1740	1470	1146	1049	857	2950475	2489645	1965884	1474350	1086545	673790	467492	304260	194925	123678	
QG2855	UNKNOWN		UNKNOWN	34736941	34503348	1497962	9.02968	33625928	970423	50848	22615	15964	12058	9806	7672	5879	4074	2731	1861	1276	1035	757	695	553	2474663	2075982	1627391	1204964	877631	544736	370827	235083	145877	92895	
QG2857	UNKNOWN		UNKNOWN	31572818	31332682	1351528	8.56479	30557576	887528	46444	20680	14605	11205	9040	6819	5202	3853	2589	1643	1135	884	628	494	416	2246312	1902098	1495103	1112188	821009	516358	353108	222890	140326	89604	
QG2873	UNKNOWN		UNKNOWN	39054612	38818809	1946589	10.5914	37796949	1086608	59143	25719	18904	14292	11691	9035	7278	5108	3635	2600	1992	1656	1440	1266	1115	2788817	2361107	1849660	1365306	990608	614702	426371	269513	168321	108621	
QG2874	UNKNOWN		UNKNOWN	35092975	34883677	1475684	10.8591	33967480	973887	50426	22224	15790	12594	10019	7634	6289	4681	3390	2420	1940	1677	1440	1417	1310	2496587	2098854	1649926	1219968	884437	550831	377252	239447	149066	94417	
QG2875	UNKNOWN		UNKNOWN	43475531	43182419	2103941	8.89774	42088360	1210143	62610	28447	20803	15895	12507	9680	7508	5378	3618	2395	1539	1116	901	749	638	3137152	2645651	2083345	1548552	1128826	694850	488196	314936	196495	126051	
QG2877	UNKNOWN		UNKNOWN	39893811	39624608	1858004	9.09894	38631610	1101997	56723	25508	18299	14090	11532	8675	6577	4917	3339	2154	1580	1115	877	782	631	2830854	2377423	1871697	1389624	1007586	622817	429879	281130	180835	111338	
QG2932	UNKNOWN		UNKNOWN	39049159	38811612	1758690	9.61608	37777860	1106692	58259	25990	18477	14446	11607	8917	6875	4892	3480	2287	1623	1270	1034	815	673	2784877	2346629	1837709	1357135	984771	619314	430189	272881	170496	109578	
QG4003	UNKNOWN		UNKNOWN	60302629	60075316	4461686	12.5711	58279187	1753549	86530	38727	28201	22102	18269	14356	11810	8816	6489	4484	3500	2847	2464	2232	1887	4359022	3516689	2701458	1948765	1395193	872211	569510	354732	216809	134109	
QG4004	UNKNOWN		UNKNOWN	37079890	36934913	2802530	13.0866	35836479	1087104	50991	21790	15839	12388	10469	8043	6608	5012	3790	2690	2123	1743	1466	1266	1217	2561575	2040517	1549955	1108151	770779	485284	307352	187322	112618	69770	
QG4006	UNKNOWN		UNKNOWN	57033296	56893843	4121895	14.2741	55089430	1683047	79865	34566	25686	20741	16890	13767	11120	8749	6574	4795	3964	3395	2895	2690	2432	4034078	3232218	2474276	1777620	1254057	793561	502986	307321	187841	114627	
QG4008	UNKNOWN		UNKNOWN	66845728	66657668	5487439	12.8098	64640360	1937036	90130	39162	28128	21858	17822	14046	11387	8654	6098	4155	3218	2713	2036	1852	1677	4521489	3573552	2677939	1893251	1304967	804977	512918	314225	190219	118871	
QG4010	UNKNOWN		UNKNOWN	86271360	85994018	8038877	17.0993	83262217	2556828	128323	54680	41402	32476	27495	22489	18980	15033	11571	9192	7571	7041	6309	5950	5596	6071950	4879113	3729758	2694412	1909318	1197042	771487	470829	287381	177748	
QG4012	UNKNOWN		UNKNOWN	54951969	54691184	4417799	17.7766	53007189	1639912	83741	36656	27691	21619	17993	15139	12590	10220	7786	6123	5362	4749	4495	4186	4093	3825058	3086744	2381080	1727076	1247770	787491	503200	305977	188792	115237	
QG4015	UNKNOWN		UNKNOWN	50020470	49844908	3674166	14.8161	48273372	1505171	75525	32392	23750	17846	15355	12333	10128	7728	5572	4464	3628	3014	2643	2464	2267	3444916	2764059	2119452	1529321	1083072	689039	440802	270521	164377	99886	
QG4017	UNKNOWN		UNKNOWN	83435554	82961667	6334447	17.3027	80470887	2508799	131554	56914	41955	33104	27432	22786	18926	15336	11689	9258	8100	6869	6189	5897	5645	5831852	4703885	3623111	2635230	1893679	1203112	779732	480881	295505	181110	
QG4018	UNKNOWN		UNKNOWN	56621331	56336381	4474566	14.5212	54599810	1728538	90196	39929	29090	22758	18866	15229	12496	9649	7212	5252	4263	3721	3006	2884	2697	4015978	3252562	2533487	1858331	1351188	862534	558616	343000	213496	128678	
QG4021	UNKNOWN		UNKNOWN	52898095	52693277	4468264	13.2693	51062211	1591918	78904	35005	25386	19435	15818	12692	10194	7589	5718	4101	3159	2792	2435	2164	1970	3656851	2940326	2274108	1650333	1177195	749441	478220	293994	181286	109777	
QG4080	UNKNOWN		UNKNOWN	45763263	45579698	1382844	13.4358	44219258	1335306	66209	29457	21891	16564	13975	11181	8840	6697	4811	3463	2426	2027	1668	1568	1301	3300286	2635857	1991614	1414190	974302	610262	388109	238430	143814	87702	
QG4103	UNKNOWN		UNKNOWN	33645565	33435060	736030	17.7345	32527191	948358	44350	19956	14680	11294	9373	7804	6533	5394	4193	3270	2913	2535	2256	2261	2234	2298506	1808301	1351379	953773	663082	412139	266702	166773	102541	63473	
QG4135	UNKNOWN		UNKNOWN	41480824	41313172	1042355	16.4074	40047415	1228475	62331	27008	20072	14907	12437	10070	8179	6366	4537	3500	2757	2436	2135	1951	1821	2734758	2157273	1619109	1146017	799324	491465	312024	190048	115909	70851	
QG4138	UNKNOWN		UNKNOWN	38333875	38200596	901075	13.7588	37019794	1130002	58565	25420	18957	14483	11923	9554	7726	5928	4154	2958	2117	1673	1499	1376	1233	2732229	2182101	1657296	1183714	828464	516107	332332	202554	123258	76015	
QG4147	UNKNOWN		UNKNOWN	38784925	38629775	3549829	11.7389	37504706	1102391	55491	24992	18704	13920	11470	9147	7339	5436	3931	2708	2056	1664	1458	1390	1328	2765248	2268590	1752524	1284218	933157	570158	385187	239892	148523	93424	
QG4151	UNKNOWN		UNKNOWN	40854878	40672192	926325	13.6306	39456027	1203421	61408	27270	20283	15208	12855	10463	8426	6355	4500	3110	2399	2011	1689	1464	1352	3017165	2412815	1832405	1310343	911583	571744	366599	226307	138949	85797	
QG4193	UNKNOWN		UNKNOWN	42808110	42659194	1364800	12.1431	41391329	1242723	58601	25847	18625	14135	11121	8817	7275	5348	3749	2633	1865	1479	1157	967	1004	2922412	2308714	1727339	1222582	844460	522593	337324	207642	126646	78661	
QG4226	UNKNOWN		UNKNOWN	32940708	32795169	719438	14.1868	31805728	974942	51644	23212	16836	12901	10614	8548	6754	5188	3610	2587	1913	1563	1338	1084	939	2350681	1888090	1433943	1022215	705195	438651	282664	172726	105955	65792	
QG4228	UNKNOWN		UNKNOWN	27380034	27267164	646070	12.8805	26479579	771649	39580	18126	13619	10524	8420	7216	5756	4597	3289	2314	1730	1379	1087	874	872	2036231	1670049	1294028	941273	675323	418806	275911	172429	106744	68058	
QG536	UNKNOWN		UNKNOWN	50605591	50100549	2527978	10.5503	49284109	1019598	81145	57540	46897	35613	24671	14556	7847	4478	2448	2320	3236	4498	10599	6036	0	2196852	3936807	3253221	2544958	1875523	694650	1021663	621838	386249	228801	
QG556	UNKNOWN		UNKNOWN	57842827	57145370	3028124	54.7393	56000192	1146103	92551	70062	59602	47408	34004	20663	11762	8177	6943	10241	16666	38924	164182	115347	0	2602925	4714450	3956743	3134516	2589839	884608	1263737	769808	476570	280841	
QG557	UNKNOWN		UNKNOWN	59881103	59335983	4093668	44.5302	57946637	1206900	114277	85952	74843	61189	45431	27939	17501	13562	7518	7813	12912	31438	132514	94677	0	2745387	5033611	4264408	3425460	2783706	976058	1414911	882312	552401	327705	
QW947	UNKNOWN		UNKNOWN	37064494	36243923	1234637	8.17427	36064216	815316	56164	33558	25902	19712	14261	9131	5501	2979	1600	1044	855	864	1338	2856	9197	2810899	2462838	2033684	1603442	1222113	872107	597763	404612	264605	178401	
QX1211	UNKNOWN		UNKNOWN	79631451	78067775	6457717	33.7222	77310139	1562778	132877	97486	82049	63403	45133	26896	17753	12183	9608	14742	17132	33949	122963	82360	0	3685518	6898400	5941173	4485335	3544855	1300951	1870305	1166977	738514	444783	
QX1212	UNKNOWN		UNKNOWN	58575624	57980676	2182850	44.0554	56880712	1159836	83401	52186	40617	30510	20675	12080	10880	9025	8606	11624	15518	36593	124084	79277	0	2668513	4737099	3925995	3083665	2482426	898285	1273157	758562	467068	276270	
QX1233	UNKNOWN		UNKNOWN	68707736	68116800	3310554	20.9516	66772483	1392111	117041	83349	68733	53555	38344	23314	14117	9803	8373	11116	13343	22028	51589	28437	0	3209323	5779880	4899843	3931358	3053179	1154449	1679790	1046785	667546	400996	
QX1791	UNKNOWN		UNKNOWN	70949938	69756526	3102139	7.95903	69093065	1451134	114573	77655	65479	50063	33519	19936	10750	5331	2836	2326	2008	3616	10889	6758	0	3240261	5844534	4889465	3865280	2854519	1065248	1538207	944939	588812	352582	
